unit_id,heading_id,level,order_idx,path,h1,h2,h3,h4,h5,h6,sentence_text,token_start,token_end
U000594,H000011,5,46,Majjhimanikāye > Mūlapaṇṇāsa-aṭṭhakathā > 1. Mūlapariyāyavaggo > 1. Mūlapariyāyasuttavaṇṇanā > Bhūtavārādivaṇṇanā,Majjhimanikāye,Mūlapaṇṇāsa-aṭṭhakathā,1. Mūlapariyāyavaggo,1. Mūlapariyāyasuttavaṇṇanā,Bhūtavārādivaṇṇanā,,Upapattidevā nāma cātumahārājike deve upādāya tatuttaridevā.,6079,6084
U000595,H000011,5,47,Majjhimanikāye > Mūlapaṇṇāsa-aṭṭhakathā > 1. Mūlapariyāyavaggo > 1. Mūlapariyāyasuttavaṇṇanā > Bhūtavārādivaṇṇanā,Majjhimanikāye,Mūlapaṇṇāsa-aṭṭhakathā,1. Mūlapariyāyavaggo,1. Mūlapariyāyasuttavaṇṇanā,Bhūtavārādivaṇṇanā,,Visuddhidevā nāma arahanto khīṇāsavā.,6085,6088
U000596,H000011,5,48,Majjhimanikāye > Mūlapaṇṇāsa-aṭṭhakathā > 1. Mūlapariyāyavaggo > 1. Mūlapariyāyasuttavaṇṇanā > Bhūtavārādivaṇṇanā,Majjhimanikāye,Mūlapaṇṇāsa-aṭṭhakathā,1. Mūlapariyāyavaggo,1. Mūlapariyāyasuttavaṇṇanā,Bhūtavārādivaṇṇanā,,"Idha pana upapattidevā daṭṭhabbā, no ca kho avisesena.",6089,6096
U000597,H000011,5,49,Majjhimanikāye > Mūlapaṇṇāsa-aṭṭhakathā > 1. Mūlapariyāyavaggo > 1. Mūlapariyāyasuttavaṇṇanā > Bhūtavārādivaṇṇanā,Majjhimanikāye,Mūlapaṇṇāsa-aṭṭhakathā,1. Mūlapariyāyavaggo,1. Mūlapariyāyasuttavaṇṇanā,Bhūtavārādivaṇṇanā,,Paranimmitavasavattidevaloke māraṃ saparisaṃ ṭhapetvā sesā cha kāmāvacarā idha devāti adhippetā.,6097,6106
U000598,H000011,5,50,Majjhimanikāye > Mūlapaṇṇāsa-aṭṭhakathā > 1. Mūlapariyāyavaggo > 1. Mūlapariyāyasuttavaṇṇanā > Bhūtavārādivaṇṇanā,Majjhimanikāye,Mūlapaṇṇāsa-aṭṭhakathā,1. Mūlapariyāyavaggo,1. Mūlapariyāyasuttavaṇṇanā,Bhūtavārādivaṇṇanā,,Tattha sabbā atthavaṇṇanā bhūtavāre vuttanayeneva veditabbā.,6107,6112
U000599,H000011,5,51,Majjhimanikāye > Mūlapaṇṇāsa-aṭṭhakathā > 1. Mūlapariyāyavaggo > 1. Mūlapariyāyasuttavaṇṇanā > Bhūtavārādivaṇṇanā,Majjhimanikāye,Mūlapaṇṇāsa-aṭṭhakathā,1. Mūlapariyāyavaggo,1. Mūlapariyāyasuttavaṇṇanā,Bhūtavārādivaṇṇanā,,Pajāpatinti ettha pana māro pajāpatīti veditabbo.,6113,6118
U000600,H000011,5,52,Majjhimanikāye > Mūlapaṇṇāsa-aṭṭhakathā > 1. Mūlapariyāyavaggo > 1. Mūlapariyāyasuttavaṇṇanā > Bhūtavārādivaṇṇanā,Majjhimanikāye,Mūlapaṇṇāsa-aṭṭhakathā,1. Mūlapariyāyavaggo,1. Mūlapariyāyasuttavaṇṇanā,Bhūtavārādivaṇṇanā,,Keci pana ‘‘tesaṃ tesaṃ devānaṃ adhipatīnaṃ mahārājādīnametaṃ adhivacana’’nti vadanti.,6119,6127
U000601,H000011,5,53,Majjhimanikāye > Mūlapaṇṇāsa-aṭṭhakathā > 1. Mūlapariyāyavaggo > 1. Mūlapariyāyasuttavaṇṇanā > Bhūtavārādivaṇṇanā,Majjhimanikāye,Mūlapaṇṇāsa-aṭṭhakathā,1. Mūlapariyāyavaggo,1. Mūlapariyāyasuttavaṇṇanā,Bhūtavārādivaṇṇanā,,"Taṃ devaggahaṇeneva tesaṃ gahitattā ayuttanti mahāaṭṭhakathāyaṃ paṭikkhittaṃ, māroyeva pana sattasaṅkhātāya pajāya adhipatibhāvena idha pajāpatīti adhippeto.",6128,6142
U000602,H000011,5,54,Majjhimanikāye > Mūlapaṇṇāsa-aṭṭhakathā > 1. Mūlapariyāyavaggo > 1. Mūlapariyāyasuttavaṇṇanā > Bhūtavārādivaṇṇanā,Majjhimanikāye,Mūlapaṇṇāsa-aṭṭhakathā,1. Mūlapariyāyavaggo,1. Mūlapariyāyasuttavaṇṇanā,Bhūtavārādivaṇṇanā,,So kuhiṃ vasati? Paranimmitavasavattidevaloke.,6143,6146
U000603,H000011,5,55,Majjhimanikāye > Mūlapaṇṇāsa-aṭṭhakathā > 1. Mūlapariyāyavaggo > 1. Mūlapariyāyasuttavaṇṇanā > Bhūtavārādivaṇṇanā,Majjhimanikāye,Mūlapaṇṇāsa-aṭṭhakathā,1. Mūlapariyāyavaggo,1. Mūlapariyāyasuttavaṇṇanā,Bhūtavārādivaṇṇanā,,Tatra hi vasavattirājā rajjaṃ kāreti.,6147,6151
U000604,H000011,5,56,Majjhimanikāye > Mūlapaṇṇāsa-aṭṭhakathā > 1. Mūlapariyāyavaggo > 1. Mūlapariyāyasuttavaṇṇanā > Bhūtavārādivaṇṇanā,Majjhimanikāye,Mūlapaṇṇāsa-aṭṭhakathā,1. Mūlapariyāyavaggo,1. Mūlapariyāyasuttavaṇṇanā,Bhūtavārādivaṇṇanā,,Māro ekasmiṃ padese attano parisāya issariyaṃ pavattento rajjapaccante dāmarikarājaputto viya vasatīti vadanti.,6152,6163
U000605,H000011,5,57,Majjhimanikāye > Mūlapaṇṇāsa-aṭṭhakathā > 1. Mūlapariyāyavaggo > 1. Mūlapariyāyasuttavaṇṇanā > Bhūtavārādivaṇṇanā,Majjhimanikāye,Mūlapaṇṇāsa-aṭṭhakathā,1. Mūlapariyāyavaggo,1. Mūlapariyāyasuttavaṇṇanā,Bhūtavārādivaṇṇanā,,Māraggahaṇeneva cettha māraparisāyapi gahaṇaṃ veditabbaṃ.,6164,6168
U000606,H000011,5,58,Majjhimanikāye > Mūlapaṇṇāsa-aṭṭhakathā > 1. Mūlapariyāyavaggo > 1. Mūlapariyāyasuttavaṇṇanā > Bhūtavārādivaṇṇanā,Majjhimanikāye,Mūlapaṇṇāsa-aṭṭhakathā,1. Mūlapariyāyavaggo,1. Mūlapariyāyasuttavaṇṇanā,Bhūtavārādivaṇṇanā,,Yojanānayo cettha pajāpatiṃ vaṇṇavantaṃ dīghāyukaṃ sukhabahulaṃ disvā vā sutvā vā rajjanto taṇhāmaññanāya maññati.,6169,6181
U000607,H000011,5,59,Majjhimanikāye > Mūlapaṇṇāsa-aṭṭhakathā > 1. Mūlapariyāyavaggo > 1. Mūlapariyāyasuttavaṇṇanā > Bhūtavārādivaṇṇanā,Majjhimanikāye,Mūlapaṇṇāsa-aṭṭhakathā,1. Mūlapariyāyavaggo,1. Mūlapariyāyasuttavaṇṇanā,Bhūtavārādivaṇṇanā,,‘‘Aho vatāhaṃ pajāpatino sahabyataṃ upapajjeyya’’ntiādinā vā pana nayena appaṭiladdhassa paṭilābhāya cittaṃ paṇidahantopi pajāpatiṃ taṇhāmaññanāya maññati.,6182,6196
U000608,H000011,5,60,Majjhimanikāye > Mūlapaṇṇāsa-aṭṭhakathā > 1. Mūlapariyāyavaggo > 1. Mūlapariyāyasuttavaṇṇanā > Bhūtavārādivaṇṇanā,Majjhimanikāye,Mūlapaṇṇāsa-aṭṭhakathā,1. Mūlapariyāyavaggo,1. Mūlapariyāyasuttavaṇṇanā,Bhūtavārādivaṇṇanā,,Pajāpatibhāvaṃ pana patto samāno ahamasmi pajānamissaro adhipatīti mānaṃ janento pajāpatiṃ mānamaññanāya maññati.,6197,6208
U000609,H000011,5,61,Majjhimanikāye > Mūlapaṇṇāsa-aṭṭhakathā > 1. Mūlapariyāyavaggo > 1. Mūlapariyāyasuttavaṇṇanā > Bhūtavārādivaṇṇanā,Majjhimanikāye,Mūlapaṇṇāsa-aṭṭhakathā,1. Mūlapariyāyavaggo,1. Mūlapariyāyasuttavaṇṇanā,Bhūtavārādivaṇṇanā,,‘‘Pajāpati nicco dhuvo’’ti vā ‘‘ucchijjissati vinassissatī’’ti vā ‘‘avaso abalo avīriyo niyatisaṅgatibhāvapariṇato chasvevābhijātīsu sukhadukkhaṃ paṭisaṃvedetī’’ti vā maññamāno pana pajāpatiṃ diṭṭhimaññanāya maññatīti veditabbo.,6209,6229
U000610,H000011,5,62,Majjhimanikāye > Mūlapaṇṇāsa-aṭṭhakathā > 1. Mūlapariyāyavaggo > 1. Mūlapariyāyasuttavaṇṇanā > Bhūtavārādivaṇṇanā,Majjhimanikāye,Mūlapaṇṇāsa-aṭṭhakathā,1. Mūlapariyāyavaggo,1. Mūlapariyāyasuttavaṇṇanā,Bhūtavārādivaṇṇanā,,Pajāpatisminti ettha pana ekā diṭṭhimaññanāva yujjati.,6230,6235
U000611,H000011,5,63,Majjhimanikāye > Mūlapaṇṇāsa-aṭṭhakathā > 1. Mūlapariyāyavaggo > 1. Mūlapariyāyasuttavaṇṇanā > Bhūtavārādivaṇṇanā,Majjhimanikāye,Mūlapaṇṇāsa-aṭṭhakathā,1. Mūlapariyāyavaggo,1. Mūlapariyāyasuttavaṇṇanā,Bhūtavārādivaṇṇanā,,Tassā evaṃ pavatti veditabbā.,6236,6239
U000612,H000011,5,64,Majjhimanikāye > Mūlapaṇṇāsa-aṭṭhakathā > 1. Mūlapariyāyavaggo > 1. Mūlapariyāyasuttavaṇṇanā > Bhūtavārādivaṇṇanā,Majjhimanikāye,Mūlapaṇṇāsa-aṭṭhakathā,1. Mūlapariyāyavaggo,1. Mūlapariyāyasuttavaṇṇanā,Bhūtavārādivaṇṇanā,,"Idhekacco ‘‘pajāpatismiṃ ye ca dhammā saṃvijjanti, sabbe te niccā dhuvā sassatā avipariṇāmadhammā’’ti maññati.",6240,6252
U000613,H000011,5,65,Majjhimanikāye > Mūlapaṇṇāsa-aṭṭhakathā > 1. Mūlapariyāyavaggo > 1. Mūlapariyāyasuttavaṇṇanā > Bhūtavārādivaṇṇanā,Majjhimanikāye,Mūlapaṇṇāsa-aṭṭhakathā,1. Mūlapariyāyavaggo,1. Mūlapariyāyasuttavaṇṇanā,Bhūtavārādivaṇṇanā,,"Atha vā ‘‘pajāpatismiṃ natthi pāpaṃ, na tasmiṃ pāpakāni kammāni upalabbhantī’’ti maññati.",6253,6263
U000614,H000011,5,66,Majjhimanikāye > Mūlapaṇṇāsa-aṭṭhakathā > 1. Mūlapariyāyavaggo > 1. Mūlapariyāyasuttavaṇṇanā > Bhūtavārādivaṇṇanā,Majjhimanikāye,Mūlapaṇṇāsa-aṭṭhakathā,1. Mūlapariyāyavaggo,1. Mūlapariyāyasuttavaṇṇanā,Bhūtavārādivaṇṇanā,,Pajāpatitoti ettha tissopi maññanā labbhanti.,6264,6268
U000615,H000011,5,67,Majjhimanikāye > Mūlapaṇṇāsa-aṭṭhakathā > 1. Mūlapariyāyavaggo > 1. Mūlapariyāyasuttavaṇṇanā > Bhūtavārādivaṇṇanā,Majjhimanikāye,Mūlapaṇṇāsa-aṭṭhakathā,1. Mūlapariyāyavaggo,1. Mūlapariyāyasuttavaṇṇanā,Bhūtavārādivaṇṇanā,,"Kathaṃ? Idhekacco saupakaraṇassa attano vā parassa vā pajāpatito uppattiṃ vā niggamanaṃ vā maññati, ayamassa diṭṭhimaññanā.",6269,6283
U000616,H000011,5,68,Majjhimanikāye > Mūlapaṇṇāsa-aṭṭhakathā > 1. Mūlapariyāyavaggo > 1. Mūlapariyāyasuttavaṇṇanā > Bhūtavārādivaṇṇanā,Majjhimanikāye,Mūlapaṇṇāsa-aṭṭhakathā,1. Mūlapariyāyavaggo,1. Mūlapariyāyasuttavaṇṇanā,Bhūtavārādivaṇṇanā,,Tasmiṃyeva panassa diṭṭhimaññanāya maññite vatthusmiṃ sinehaṃ mānañca uppādayato taṇhāmānamaññanāpi veditabbā.,6284,6293
U000617,H000011,5,69,Majjhimanikāye > Mūlapaṇṇāsa-aṭṭhakathā > 1. Mūlapariyāyavaggo > 1. Mūlapariyāyasuttavaṇṇanā > Bhūtavārādivaṇṇanā,Majjhimanikāye,Mūlapaṇṇāsa-aṭṭhakathā,1. Mūlapariyāyavaggo,1. Mūlapariyāyasuttavaṇṇanā,Bhūtavārādivaṇṇanā,,Pajāpatiṃ meti ettha pana ekā taṇhāmaññanāva labbhati.,6294,6300
U000618,H000011,5,70,Majjhimanikāye > Mūlapaṇṇāsa-aṭṭhakathā > 1. Mūlapariyāyavaggo > 1. Mūlapariyāyasuttavaṇṇanā > Bhūtavārādivaṇṇanā,Majjhimanikāye,Mūlapaṇṇāsa-aṭṭhakathā,1. Mūlapariyāyavaggo,1. Mūlapariyāyasuttavaṇṇanā,Bhūtavārādivaṇṇanā,,Sā cāyaṃ ‘‘pajāpati mama satthā mama sāmī’’tiādinā nayena mamāyato pavattatīti veditabbā.,6301,6311
U000619,H000011,5,71,Majjhimanikāye > Mūlapaṇṇāsa-aṭṭhakathā > 1. Mūlapariyāyavaggo > 1. Mūlapariyāyasuttavaṇṇanā > Bhūtavārādivaṇṇanā,Majjhimanikāye,Mūlapaṇṇāsa-aṭṭhakathā,1. Mūlapariyāyavaggo,1. Mūlapariyāyasuttavaṇṇanā,Bhūtavārādivaṇṇanā,,Sesaṃ vuttanayameva.,6312,6313
U000620,H000011,5,72,Majjhimanikāye > Mūlapaṇṇāsa-aṭṭhakathā > 1. Mūlapariyāyavaggo > 1. Mūlapariyāyasuttavaṇṇanā > Bhūtavārādivaṇṇanā,Majjhimanikāye,Mūlapaṇṇāsa-aṭṭhakathā,1. Mūlapariyāyavaggo,1. Mūlapariyāyasuttavaṇṇanā,Bhūtavārādivaṇṇanā,,Brahmaṃ brahmatoti ettha brūhito tehi tehi guṇavisesehīti brahmā.,6314,6321
U000621,H000011,5,73,Majjhimanikāye > Mūlapaṇṇāsa-aṭṭhakathā > 1. Mūlapariyāyavaggo > 1. Mūlapariyāyasuttavaṇṇanā > Bhūtavārādivaṇṇanā,Majjhimanikāye,Mūlapaṇṇāsa-aṭṭhakathā,1. Mūlapariyāyavaggo,1. Mūlapariyāyasuttavaṇṇanā,Bhūtavārādivaṇṇanā,,"Apica brahmāti mahābrahmāpi vuccati, tathāgatopi brāhmaṇopi mātāpitaropi seṭṭhampi.",6322,6329
U000622,H000011,5,74,Majjhimanikāye > Mūlapaṇṇāsa-aṭṭhakathā > 1. Mūlapariyāyavaggo > 1. Mūlapariyāyasuttavaṇṇanā > Bhūtavārādivaṇṇanā,Majjhimanikāye,Mūlapaṇṇāsa-aṭṭhakathā,1. Mūlapariyāyavaggo,1. Mūlapariyāyasuttavaṇṇanā,Bhūtavārādivaṇṇanā,,‘‘Sahasso brahmā dvisahasso brahmā’’tiādīsu (ma. ni. 3.165-166) hi mahābrahmā brahmāti vuccati.,6330,6340
U000623,H000011,5,75,Majjhimanikāye > Mūlapaṇṇāsa-aṭṭhakathā > 1. Mūlapariyāyavaggo > 1. Mūlapariyāyasuttavaṇṇanā > Bhūtavārādivaṇṇanā,Majjhimanikāye,Mūlapaṇṇāsa-aṭṭhakathā,1. Mūlapariyāyavaggo,1. Mūlapariyāyasuttavaṇṇanā,Bhūtavārādivaṇṇanā,,"‘‘Brahmāti kho, bhikkhave, tathāgatassetaṃ adhivacana’’nti ettha tathāgato.",6341,6347
U000624,H000011,5,76,Majjhimanikāye > Mūlapaṇṇāsa-aṭṭhakathā > 1. Mūlapariyāyavaggo > 1. Mūlapariyāyasuttavaṇṇanā > Bhūtavārādivaṇṇanā,Majjhimanikāye,Mūlapaṇṇāsa-aṭṭhakathā,1. Mūlapariyāyavaggo,1. Mūlapariyāyasuttavaṇṇanā,Bhūtavārādivaṇṇanā,,"‘‘Tamonudo buddho samantacakkhu, Lokantagū sabbabhavātivatto; Anāsavo sabbadukkhappahīno, Saccavhayo brahme upāsito me’’ti. (cūḷani. 104) – Ettha brāhmaṇo.",6348,6363
U000625,H000011,5,77,Majjhimanikāye > Mūlapaṇṇāsa-aṭṭhakathā > 1. Mūlapariyāyavaggo > 1. Mūlapariyāyasuttavaṇṇanā > Bhūtavārādivaṇṇanā,Majjhimanikāye,Mūlapaṇṇāsa-aṭṭhakathā,1. Mūlapariyāyavaggo,1. Mūlapariyāyasuttavaṇṇanā,Bhūtavārādivaṇṇanā,,"‘‘Brahmāti mātāpitaro, pubbācariyāti vuccare’’ti. (itivu. 106; jā. 2.20.181) – Ettha mātāpitaro.",6364,6374
U000626,H000011,5,78,Majjhimanikāye > Mūlapaṇṇāsa-aṭṭhakathā > 1. Mūlapariyāyavaggo > 1. Mūlapariyāyasuttavaṇṇanā > Bhūtavārādivaṇṇanā,Majjhimanikāye,Mūlapaṇṇāsa-aṭṭhakathā,1. Mūlapariyāyavaggo,1. Mūlapariyāyasuttavaṇṇanā,Bhūtavārādivaṇṇanā,,‘‘Brahmacakkaṃ pavattetī’’ti (ma. ni. 1.148; a. ni. 5.11) ettha seṭṭhaṃ.,6375,6384
U000627,H000011,5,79,Majjhimanikāye > Mūlapaṇṇāsa-aṭṭhakathā > 1. Mūlapariyāyavaggo > 1. Mūlapariyāyasuttavaṇṇanā > Bhūtavārādivaṇṇanā,Majjhimanikāye,Mūlapaṇṇāsa-aṭṭhakathā,1. Mūlapariyāyavaggo,1. Mūlapariyāyasuttavaṇṇanā,Bhūtavārādivaṇṇanā,,Idha pana paṭhamābhinibbatto kappāyuko brahmā adhippeto.,6385,6390
U000628,H000011,5,80,Majjhimanikāye > Mūlapaṇṇāsa-aṭṭhakathā > 1. Mūlapariyāyavaggo > 1. Mūlapariyāyasuttavaṇṇanā > Bhūtavārādivaṇṇanā,Majjhimanikāye,Mūlapaṇṇāsa-aṭṭhakathā,1. Mūlapariyāyavaggo,1. Mūlapariyāyasuttavaṇṇanā,Bhūtavārādivaṇṇanā,,Taggahaṇeneva ca brahmapurohitabrahmapārisajjāpi gahitāti veditabbā.,6391,6395
U000629,H000011,5,81,Majjhimanikāye > Mūlapaṇṇāsa-aṭṭhakathā > 1. Mūlapariyāyavaggo > 1. Mūlapariyāyasuttavaṇṇanā > Bhūtavārādivaṇṇanā,Majjhimanikāye,Mūlapaṇṇāsa-aṭṭhakathā,1. Mūlapariyāyavaggo,1. Mūlapariyāyasuttavaṇṇanā,Bhūtavārādivaṇṇanā,,Atthavaṇṇanā panettha pajāpativāre vuttanayeneva veditabbā.,6396,6400
U000630,H000011,5,82,Majjhimanikāye > Mūlapaṇṇāsa-aṭṭhakathā > 1. Mūlapariyāyavaggo > 1. Mūlapariyāyasuttavaṇṇanā > Bhūtavārādivaṇṇanā,Majjhimanikāye,Mūlapaṇṇāsa-aṭṭhakathā,1. Mūlapariyāyavaggo,1. Mūlapariyāyasuttavaṇṇanā,Bhūtavārādivaṇṇanā,,Ābhassaravāre daṇḍadīpikāya acci viya etesaṃ sarīrato ābhā chijjitvā chijjitvā patantī viya sarati visaratīti ābhassarā.,6401,6414
U000631,H000011,5,83,Majjhimanikāye > Mūlapaṇṇāsa-aṭṭhakathā > 1. Mūlapariyāyavaggo > 1. Mūlapariyāyasuttavaṇṇanā > Bhūtavārādivaṇṇanā,Majjhimanikāye,Mūlapaṇṇāsa-aṭṭhakathā,1. Mūlapariyāyavaggo,1. Mūlapariyāyasuttavaṇṇanā,Bhūtavārādivaṇṇanā,,"Tesaṃ gahaṇena sabbāpi dutiyajjhānabhūmi gahitā, ekatalavāsino eva cete sabbepi parittābhā appamāṇābhā ābhassarāti veditabbā.",6415,6427
U000632,H000011,5,84,Majjhimanikāye > Mūlapaṇṇāsa-aṭṭhakathā > 1. Mūlapariyāyavaggo > 1. Mūlapariyāyasuttavaṇṇanā > Bhūtavārādivaṇṇanā,Majjhimanikāye,Mūlapaṇṇāsa-aṭṭhakathā,1. Mūlapariyāyavaggo,1. Mūlapariyāyasuttavaṇṇanā,Bhūtavārādivaṇṇanā,,Subhakiṇhavāre subhena okiṇṇā vikiṇṇā subhena sarīrappabhāvaṇṇena ekagghanā suvaṇṇamañjūsāya ṭhapitasampajjalitakañcanapiṇḍasassirikāti subhakiṇhā.,6428,6437
U000633,H000011,5,85,Majjhimanikāye > Mūlapaṇṇāsa-aṭṭhakathā > 1. Mūlapariyāyavaggo > 1. Mūlapariyāyasuttavaṇṇanā > Bhūtavārādivaṇṇanā,Majjhimanikāye,Mūlapaṇṇāsa-aṭṭhakathā,1. Mūlapariyāyavaggo,1. Mūlapariyāyasuttavaṇṇanā,Bhūtavārādivaṇṇanā,,Tesaṃ gahaṇena sabbāpi tatiyajjhānabhūmi gahitā.,6438,6442
U000634,H000011,5,86,Majjhimanikāye > Mūlapaṇṇāsa-aṭṭhakathā > 1. Mūlapariyāyavaggo > 1. Mūlapariyāyasuttavaṇṇanā > Bhūtavārādivaṇṇanā,Majjhimanikāye,Mūlapaṇṇāsa-aṭṭhakathā,1. Mūlapariyāyavaggo,1. Mūlapariyāyasuttavaṇṇanā,Bhūtavārādivaṇṇanā,,Ekatalavāsino eva cete sabbepi parittasubhā appamāṇasubhā subhakiṇhāti veditabbā.,6443,6450
U000635,H000011,5,87,Majjhimanikāye > Mūlapaṇṇāsa-aṭṭhakathā > 1. Mūlapariyāyavaggo > 1. Mūlapariyāyasuttavaṇṇanā > Bhūtavārādivaṇṇanā,Majjhimanikāye,Mūlapaṇṇāsa-aṭṭhakathā,1. Mūlapariyāyavaggo,1. Mūlapariyāyasuttavaṇṇanā,Bhūtavārādivaṇṇanā,,"Vehapphalavāre, vipulā phalāti vehapphalā.",6451,6454
U000636,H000011,5,88,Majjhimanikāye > Mūlapaṇṇāsa-aṭṭhakathā > 1. Mūlapariyāyavaggo > 1. Mūlapariyāyasuttavaṇṇanā > Bhūtavārādivaṇṇanā,Majjhimanikāye,Mūlapaṇṇāsa-aṭṭhakathā,1. Mūlapariyāyavaggo,1. Mūlapariyāyasuttavaṇṇanā,Bhūtavārādivaṇṇanā,,Catutthajjhānabhūmi brahmāno vuccanti.,6455,6457
U000637,H000011,5,89,Majjhimanikāye > Mūlapaṇṇāsa-aṭṭhakathā > 1. Mūlapariyāyavaggo > 1. Mūlapariyāyasuttavaṇṇanā > Bhūtavārādivaṇṇanā,Majjhimanikāye,Mūlapaṇṇāsa-aṭṭhakathā,1. Mūlapariyāyavaggo,1. Mūlapariyāyasuttavaṇṇanā,Bhūtavārādivaṇṇanā,,Atthanayayojanā pana imesu tīsupi vāresu bhūtavāre vuttanayeneva veditabbā.,6458,6465
U000638,H000011,5,90,Majjhimanikāye > Mūlapaṇṇāsa-aṭṭhakathā > 1. Mūlapariyāyavaggo > 1. Mūlapariyāyasuttavaṇṇanā > Bhūtavārādivaṇṇanā,Majjhimanikāye,Mūlapaṇṇāsa-aṭṭhakathā,1. Mūlapariyāyavaggo,1. Mūlapariyāyasuttavaṇṇanā,Bhūtavārādivaṇṇanā,,Abhibhūvāre abhibhavīti abhibhū.,6466,6468
U000639,H000011,5,91,Majjhimanikāye > Mūlapaṇṇāsa-aṭṭhakathā > 1. Mūlapariyāyavaggo > 1. Mūlapariyāyasuttavaṇṇanā > Bhūtavārādivaṇṇanā,Majjhimanikāye,Mūlapaṇṇāsa-aṭṭhakathā,1. Mūlapariyāyavaggo,1. Mūlapariyāyasuttavaṇṇanā,Bhūtavārādivaṇṇanā,,Kiṃ abhibhavi? Cattāro khandhe arūpino.,6469,6473
U000640,H000011,5,92,Majjhimanikāye > Mūlapaṇṇāsa-aṭṭhakathā > 1. Mūlapariyāyavaggo > 1. Mūlapariyāyasuttavaṇṇanā > Bhūtavārādivaṇṇanā,Majjhimanikāye,Mūlapaṇṇāsa-aṭṭhakathā,1. Mūlapariyāyavaggo,1. Mūlapariyāyasuttavaṇṇanā,Bhūtavārādivaṇṇanā,,Asaññabhavassetaṃ adhivacanaṃ.,6474,6475
U000641,H000011,5,93,Majjhimanikāye > Mūlapaṇṇāsa-aṭṭhakathā > 1. Mūlapariyāyavaggo > 1. Mūlapariyāyasuttavaṇṇanā > Bhūtavārādivaṇṇanā,Majjhimanikāye,Mūlapaṇṇāsa-aṭṭhakathā,1. Mūlapariyāyavaggo,1. Mūlapariyāyasuttavaṇṇanā,Bhūtavārādivaṇṇanā,,"Asaññasattā devā vehapphalehi saddhiṃ ekatalāyeva ekasmiṃ okāse yena iriyāpathena nibbattā, teneva yāvatāyukaṃ tiṭṭhanti cittakammarūpasadisā hutvā.",6476,6490
U000642,H000011,5,94,Majjhimanikāye > Mūlapaṇṇāsa-aṭṭhakathā > 1. Mūlapariyāyavaggo > 1. Mūlapariyāyasuttavaṇṇanā > Bhūtavārādivaṇṇanā,Majjhimanikāye,Mūlapaṇṇāsa-aṭṭhakathā,1. Mūlapariyāyavaggo,1. Mūlapariyāyasuttavaṇṇanā,Bhūtavārādivaṇṇanā,,Te idha sabbepi abhibhūvacanena gahitā.,6491,6495
U000643,H000011,5,95,Majjhimanikāye > Mūlapaṇṇāsa-aṭṭhakathā > 1. Mūlapariyāyavaggo > 1. Mūlapariyāyasuttavaṇṇanā > Bhūtavārādivaṇṇanā,Majjhimanikāye,Mūlapaṇṇāsa-aṭṭhakathā,1. Mūlapariyāyavaggo,1. Mūlapariyāyasuttavaṇṇanā,Bhūtavārādivaṇṇanā,,Keci abhibhū nāma sahasso brahmāti evamādinā nayena tattha tattha adhipatibrahmānaṃ vaṇṇayanti.,6496,6506
U000644,H000011,5,96,Majjhimanikāye > Mūlapaṇṇāsa-aṭṭhakathā > 1. Mūlapariyāyavaggo > 1. Mūlapariyāyasuttavaṇṇanā > Bhūtavārādivaṇṇanā,Majjhimanikāye,Mūlapaṇṇāsa-aṭṭhakathā,1. Mūlapariyāyavaggo,1. Mūlapariyāyasuttavaṇṇanā,Bhūtavārādivaṇṇanā,,Brahmaggahaṇeneva pana tassa gahitattā ayuttametanti veditabbaṃ.,6507,6512
U000645,H000011,5,97,Majjhimanikāye > Mūlapaṇṇāsa-aṭṭhakathā > 1. Mūlapariyāyavaggo > 1. Mūlapariyāyasuttavaṇṇanā > Bhūtavārādivaṇṇanā,Majjhimanikāye,Mūlapaṇṇāsa-aṭṭhakathā,1. Mūlapariyāyavaggo,1. Mūlapariyāyasuttavaṇṇanā,Bhūtavārādivaṇṇanā,,Yojanānayo cettha abhibhū vaṇṇavā dīghāyukoti sutvā tattha chandarāgaṃ uppādento abhibhuṃ taṇhāmaññanāya maññati.,6513,6524
U000646,H000011,5,98,Majjhimanikāye > Mūlapaṇṇāsa-aṭṭhakathā > 1. Mūlapariyāyavaggo > 1. Mūlapariyāyasuttavaṇṇanā > Bhūtavārādivaṇṇanā,Majjhimanikāye,Mūlapaṇṇāsa-aṭṭhakathā,1. Mūlapariyāyavaggo,1. Mūlapariyāyasuttavaṇṇanā,Bhūtavārādivaṇṇanā,,‘‘Aho vatāhaṃ abhibhuno sahabyataṃ upapajjeyya’’ntiādinā pana nayena appaṭiladdhassa paṭilābhāya cittaṃ paṇidahantopi abhibhuṃ taṇhāmaññanāya maññati.,6525,6538
U000647,H000011,5,99,Majjhimanikāye > Mūlapaṇṇāsa-aṭṭhakathā > 1. Mūlapariyāyavaggo > 1. Mūlapariyāyasuttavaṇṇanā > Bhūtavārādivaṇṇanā,Majjhimanikāye,Mūlapaṇṇāsa-aṭṭhakathā,1. Mūlapariyāyavaggo,1. Mūlapariyāyasuttavaṇṇanā,Bhūtavārādivaṇṇanā,,Attānaṃ hīnato abhibhuṃ seyyato dahanto pana abhibhuṃ mānamaññanāya maññati.,6539,6547
