sentence_id,parent_chunk,token_start,token_end,sentence_text,en_text,heading_id,level,path,h1,h2,h3,h4,h5,h6
MAIN001-S299,MAIN001,2878,2883,‘‘Dhammo suciṇṇo sukhamāvahātī’’tiādīsu (jā. 1.10.102) puññe.,"In the passage, ‘Well-practiced dhamma brings happiness’ (Jātaka 1.10.102), the term dhamma is used in the sense of merit (puñña).",H000008,5,Majjhimanikāye > Mūlapaṇṇāsa-aṭṭhakathā > 1. Mūlapariyāyavaggo > 1. Mūlapariyāyasuttavaṇṇanā > Suttanikkhepavaṇṇanā,Majjhimanikāye,Mūlapaṇṇāsa-aṭṭhakathā,1. Mūlapariyāyavaggo,1. Mūlapariyāyasuttavaṇṇanā,Suttanikkhepavaṇṇanā,
MAIN001-S300,MAIN001,2884,2889,‘‘Dve aniyatā dhammā’’tiādīsu (pārā. 443) āpattiyaṃ.,"In the passage, ‘There are two indefinite dhammas’ (Pārājika 443), the term dhamma is used in the sense of an offense (āpatti).",H000008,5,Majjhimanikāye > Mūlapaṇṇāsa-aṭṭhakathā > 1. Mūlapariyāyavaggo > 1. Mūlapariyāyasuttavaṇṇanā > Suttanikkhepavaṇṇanā,Majjhimanikāye,Mūlapaṇṇāsa-aṭṭhakathā,1. Mūlapariyāyavaggo,1. Mūlapariyāyasuttavaṇṇanā,Suttanikkhepavaṇṇanā,
MAIN001-S301,MAIN001,2890,2898,‘‘Sabbe dhammā sabbākārena buddhassa bhagavato ñāṇamukhe āpāthaṃ āgacchantī’’tiādīsu ñeyye.,"In the passage, ‘All dhammas, in every respect, come into the scope of knowledge at the knowledge-faculty of the Blessed Buddha’ (cf. Aṅguttara Nikāya, etc.), the term dhamma is used in the sense of objects of knowledge (ñeyya).",H000008,5,Majjhimanikāye > Mūlapaṇṇāsa-aṭṭhakathā > 1. Mūlapariyāyavaggo > 1. Mūlapariyāyasuttavaṇṇanā > Suttanikkhepavaṇṇanā,Majjhimanikāye,Mūlapaṇṇāsa-aṭṭhakathā,1. Mūlapariyāyavaggo,1. Mūlapariyāyasuttavaṇṇanā,Suttanikkhepavaṇṇanā,
MAIN001-S302,MAIN001,2899,2902,Idha panāyaṃ sabhāve vattati.,"Here, however, the term is used in the sense of intrinsic nature (sabhāva).",H000008,5,Majjhimanikāye > Mūlapaṇṇāsa-aṭṭhakathā > 1. Mūlapariyāyavaggo > 1. Mūlapariyāyasuttavaṇṇanā > Suttanikkhepavaṇṇanā,Majjhimanikāye,Mūlapaṇṇāsa-aṭṭhakathā,1. Mūlapariyāyavaggo,1. Mūlapariyāyasuttavaṇṇanā,Suttanikkhepavaṇṇanā,
MAIN001-S303,MAIN001,2903,2909,Tatrāyaṃ vacanattho – attano lakkhaṇaṃ dhārentīti dhammā.,Here the meaning of the term is this: they are called dhammas because they bear their own characteristic marks.,H000008,5,Majjhimanikāye > Mūlapaṇṇāsa-aṭṭhakathā > 1. Mūlapariyāyavaggo > 1. Mūlapariyāyasuttavaṇṇanā > Suttanikkhepavaṇṇanā,Majjhimanikāye,Mūlapaṇṇāsa-aṭṭhakathā,1. Mūlapariyāyavaggo,1. Mūlapariyāyasuttavaṇṇanā,Suttanikkhepavaṇṇanā,
MAIN001-S304,MAIN001,2910,2912,Mūla-saddo vitthārito eva.,The term mūla (‘root’) has already been explained in detail.,H000008,5,Majjhimanikāye > Mūlapaṇṇāsa-aṭṭhakathā > 1. Mūlapariyāyavaggo > 1. Mūlapariyāyasuttavaṇṇanā > Suttanikkhepavaṇṇanā,Majjhimanikāye,Mūlapaṇṇāsa-aṭṭhakathā,1. Mūlapariyāyavaggo,1. Mūlapariyāyasuttavaṇṇanā,Suttanikkhepavaṇṇanā,
MAIN001-S305,MAIN001,2913,2916,Idha panāyaṃ asādhāraṇahetumhi daṭṭhabbo.,"Here, however, it should be understood in the sense of a unique or particular cause (asādhāraṇa-hetu).",H000008,5,Majjhimanikāye > Mūlapaṇṇāsa-aṭṭhakathā > 1. Mūlapariyāyavaggo > 1. Mūlapariyāyasuttavaṇṇanā > Suttanikkhepavaṇṇanā,Majjhimanikāye,Mūlapaṇṇāsa-aṭṭhakathā,1. Mūlapariyāyavaggo,1. Mūlapariyāyasuttavaṇṇanā,Suttanikkhepavaṇṇanā,
MAIN001-S306,MAIN001,2917,2925,Pariyāyasaddo ‘‘madhupiṇḍikapariyāyoti naṃ dhārehī’’tiādīsu (ma. ni. 1.205) desanāyaṃ vattati.,"The term pariyāya, as in the passage ‘Bear in mind this as the Honey-ball Discourse (Madhupiṇḍika-pariyāya)’ (Majjhima Nikāya 1.205), is used in the sense of a teaching (desanā).",H000008,5,Majjhimanikāye > Mūlapaṇṇāsa-aṭṭhakathā > 1. Mūlapariyāyavaggo > 1. Mūlapariyāyasuttavaṇṇanā > Suttanikkhepavaṇṇanā,Majjhimanikāye,Mūlapaṇṇāsa-aṭṭhakathā,1. Mūlapariyāyavaggo,1. Mūlapariyāyasuttavaṇṇanā,Suttanikkhepavaṇṇanā,
MAIN001-S307,MAIN001,2926,2941,"‘‘Atthi khvesa brāhmaṇa, pariyāyo, yena maṃ pariyāyena sammā vadamāno vadeyya akiriyavādo samaṇo gotamo’’tiādīsu (pārā. 3) kāraṇe.","In the passage, ‘There is, brahmin, a mode (pariyāya) by which, if one were to speak rightly, one could say: “The ascetic Gotama is a teacher of non-action”’ (Pārājika 3), the term pariyāya is used in the sense of cause or reason (kāraṇa).",H000008,5,Majjhimanikāye > Mūlapaṇṇāsa-aṭṭhakathā > 1. Mūlapariyāyavaggo > 1. Mūlapariyāyasuttavaṇṇanā > Suttanikkhepavaṇṇanā,Majjhimanikāye,Mūlapaṇṇāsa-aṭṭhakathā,1. Mūlapariyāyavaggo,1. Mūlapariyāyasuttavaṇṇanā,Suttanikkhepavaṇṇanā,
MAIN001-S308,MAIN001,2942,2953,"‘‘Kassa nu kho, ānanda, ajja pariyāyo bhikkhuniyo ovaditu’’ntiādīsu (ma. ni. 3.398) vāre.","In the passage, ‘Ānanda, whose turn (pariyāya) is it today to instruct the bhikkhunīs?’ (Majjhima Nikāya 3.398), the term pariyāya is used in the sense of turn or occasion (vāra).",H000008,5,Majjhimanikāye > Mūlapaṇṇāsa-aṭṭhakathā > 1. Mūlapariyāyavaggo > 1. Mūlapariyāyasuttavaṇṇanā > Suttanikkhepavaṇṇanā,Majjhimanikāye,Mūlapaṇṇāsa-aṭṭhakathā,1. Mūlapariyāyavaggo,1. Mūlapariyāyasuttavaṇṇanā,Suttanikkhepavaṇṇanā,
MAIN001-S309,MAIN001,2954,2958,Idha pana kāraṇepi desanāyampi vattati.,"Here, however, the term is used both in the sense of cause (kāraṇa) and in the sense of teaching (desanā).",H000008,5,Majjhimanikāye > Mūlapaṇṇāsa-aṭṭhakathā > 1. Mūlapariyāyavaggo > 1. Mūlapariyāyasuttavaṇṇanā > Suttanikkhepavaṇṇanā,Majjhimanikāye,Mūlapaṇṇāsa-aṭṭhakathā,1. Mūlapariyāyavaggo,1. Mūlapariyāyasuttavaṇṇanā,Suttanikkhepavaṇṇanā,
MAIN001-S310,MAIN001,2959,2973,Tasmā ‘‘sabbadhammamūlapariyāya’’nti ettha sabbesaṃ dhammānaṃ asādhāraṇahetusaññitaṃ kāraṇanti vā sabbesaṃ dhammānaṃ kāraṇadesananti vā evaṃ attho daṭṭhabbo.,"Therefore, in the expression sabbadhammamūlapariyāya, the meaning should be understood either as ‘the cause designated as the unique root of all phenomena,’ or as ‘the teaching on the cause of all phenomena.",H000008,5,Majjhimanikāye > Mūlapaṇṇāsa-aṭṭhakathā > 1. Mūlapariyāyavaggo > 1. Mūlapariyāyasuttavaṇṇanā > Suttanikkhepavaṇṇanā,Majjhimanikāye,Mūlapaṇṇāsa-aṭṭhakathā,1. Mūlapariyāyavaggo,1. Mūlapariyāyasuttavaṇṇanā,Suttanikkhepavaṇṇanā,
MAIN001-S311,MAIN001,2974,2981,"Neyyatthattā cassa suttassa, na catubhūmakāpi sabhāvadhammā sabbadhammāti veditabbā.","And since this discourse is of indirect meaning (neyyattha), even the natural phenomena belonging to the four planes of existence are not to be understood here as ‘all phenomena.",H000008,5,Majjhimanikāye > Mūlapaṇṇāsa-aṭṭhakathā > 1. Mūlapariyāyavaggo > 1. Mūlapariyāyasuttavaṇṇanā > Suttanikkhepavaṇṇanā,Majjhimanikāye,Mūlapaṇṇāsa-aṭṭhakathā,1. Mūlapariyāyavaggo,1. Mūlapariyāyasuttavaṇṇanā,Suttanikkhepavaṇṇanā,
MAIN001-S312,MAIN001,2982,2989,"Sakkāyapariyāpannā pana tebhūmakā dhammāva anavasesato veditabbā, ayamettha adhippāyoti.","Rather, it should be understood that only the phenomena of the three planes of existence, included within the notion of personality (*sakkāya*), are intended here in their entirety; this is the meaning in this context.",H000008,5,Majjhimanikāye > Mūlapaṇṇāsa-aṭṭhakathā > 1. Mūlapariyāyavaggo > 1. Mūlapariyāyasuttavaṇṇanā > Suttanikkhepavaṇṇanā,Majjhimanikāye,Mūlapaṇṇāsa-aṭṭhakathā,1. Mūlapariyāyavaggo,1. Mūlapariyāyasuttavaṇṇanā,Suttanikkhepavaṇṇanā,
MAIN001-S313,MAIN001,2990,2994,Voti ayaṃ vo-saddo paccattaupayogakaraṇasampadānasāmivacanapadapūraṇesu dissati.,"The particle vo is found used in various senses: as indicating the second person plural (paccatta), as denoting object, instrument, and recipient, as well as in possessive expressions, and also as a filler for completing the sentence.",H000008,5,Majjhimanikāye > Mūlapaṇṇāsa-aṭṭhakathā > 1. Mūlapariyāyavaggo > 1. Mūlapariyāyasuttavaṇṇanā > Suttanikkhepavaṇṇanā,Majjhimanikāye,Mūlapaṇṇāsa-aṭṭhakathā,1. Mūlapariyāyavaggo,1. Mūlapariyāyasuttavaṇṇanā,Suttanikkhepavaṇṇanā,
MAIN001-S314,MAIN001,2995,3006,"‘‘Kacci pana vo, anuruddhā, samaggā sammodamānā’’tiādīsu (ma. ni. 1.326) hi paccatte dissati.","In the passage, ‘I trust, Anuruddhas, that you are living in concord, harmoniously’ (Majjhima Nikāya 1.326), the term vo is used in the sense of the second person plural (paccatta).",H000008,5,Majjhimanikāye > Mūlapaṇṇāsa-aṭṭhakathā > 1. Mūlapariyāyavaggo > 1. Mūlapariyāyasuttavaṇṇanā > Suttanikkhepavaṇṇanā,Majjhimanikāye,Mūlapaṇṇāsa-aṭṭhakathā,1. Mūlapariyāyavaggo,1. Mūlapariyāyasuttavaṇṇanā,Suttanikkhepavaṇṇanā,
MAIN001-S315,MAIN001,3007,3014,"‘‘Gacchatha, bhikkhave, paṇāmemi vo’’tiādīsu (ma. ni. 2.157) upayoge.","In the passage, ‘Go forth, monks, I dismiss you (vo)’ (Majjhima Nikāya 2.157), the term vo is used in the sense of the object case (upayoga).",H000008,5,Majjhimanikāye > Mūlapaṇṇāsa-aṭṭhakathā > 1. Mūlapariyāyavaggo > 1. Mūlapariyāyasuttavaṇṇanā > Suttanikkhepavaṇṇanā,Majjhimanikāye,Mūlapaṇṇāsa-aṭṭhakathā,1. Mūlapariyāyavaggo,1. Mūlapariyāyasuttavaṇṇanā,Suttanikkhepavaṇṇanā,
MAIN001-S316,MAIN001,3015,3023,‘‘Na vo mama santike vatthabba’’ntiādīsu (ma. ni. 2.157) karaṇe.,"In the passage, ‘You (vo) must not remain in my presence’ (Majjhima Nikāya 2.157), the term vo is used in the instrumental sense (karaṇa).",H000008,5,Majjhimanikāye > Mūlapaṇṇāsa-aṭṭhakathā > 1. Mūlapariyāyavaggo > 1. Mūlapariyāyasuttavaṇṇanā > Suttanikkhepavaṇṇanā,Majjhimanikāye,Mūlapaṇṇāsa-aṭṭhakathā,1. Mūlapariyāyavaggo,1. Mūlapariyāyasuttavaṇṇanā,Suttanikkhepavaṇṇanā,
MAIN001-S317,MAIN001,3024,3031,"‘‘Vanapatthapariyāyaṃ vo, bhikkhave, desessāmī’’tiādīsu (ma. ni. 1.190) sampadāne.","In the passage, ‘Monks, I shall teach you (vo) the Discourse on the Forest’ (Majjhima Nikāya 1.190), the term vo is used in the sense of recipient (sampadāna).",H000008,5,Majjhimanikāye > Mūlapaṇṇāsa-aṭṭhakathā > 1. Mūlapariyāyavaggo > 1. Mūlapariyāyasuttavaṇṇanā > Suttanikkhepavaṇṇanā,Majjhimanikāye,Mūlapaṇṇāsa-aṭṭhakathā,1. Mūlapariyāyavaggo,1. Mūlapariyāyasuttavaṇṇanā,Suttanikkhepavaṇṇanā,
MAIN001-S318,MAIN001,3032,3039,"‘‘Sabbesaṃ vo, sāriputta, subhāsita’’ntiādīsu (ma. ni. 1.345) sāmivacane.","In the passage, ‘All of your (vo) words, Sāriputta, are well spoken’ (Majjhima Nikāya 1.345), the term vo is used in the possessive sense (sāmivacana).",H000008,5,Majjhimanikāye > Mūlapaṇṇāsa-aṭṭhakathā > 1. Mūlapariyāyavaggo > 1. Mūlapariyāyasuttavaṇṇanā > Suttanikkhepavaṇṇanā,Majjhimanikāye,Mūlapaṇṇāsa-aṭṭhakathā,1. Mūlapariyāyavaggo,1. Mūlapariyāyasuttavaṇṇanā,Suttanikkhepavaṇṇanā,
MAIN001-S319,MAIN001,3040,3048,‘‘Ye hi vo ariyā parisuddhakāyakammantā’’tiādīsu (ma. ni. 1.35) padapūraṇamatte.,"In the passage, ‘For those noble ones of you (vo), whose bodily conduct is purified’ (Majjhima Nikāya 1.35), the term vo is used merely as a filler for completing the expression (padapūraṇa).",H000008,5,Majjhimanikāye > Mūlapaṇṇāsa-aṭṭhakathā > 1. Mūlapariyāyavaggo > 1. Mūlapariyāyasuttavaṇṇanā > Suttanikkhepavaṇṇanā,Majjhimanikāye,Mūlapaṇṇāsa-aṭṭhakathā,1. Mūlapariyāyavaggo,1. Mūlapariyāyasuttavaṇṇanā,Suttanikkhepavaṇṇanā,
MAIN001-S320,MAIN001,3049,3052,Idha panāyaṃ sampadāne daṭṭhabbo.,"Here, however, it should be understood in the sense of recipient (sampadāna).",H000008,5,Majjhimanikāye > Mūlapaṇṇāsa-aṭṭhakathā > 1. Mūlapariyāyavaggo > 1. Mūlapariyāyasuttavaṇṇanā > Suttanikkhepavaṇṇanā,Majjhimanikāye,Mūlapaṇṇāsa-aṭṭhakathā,1. Mūlapariyāyavaggo,1. Mūlapariyāyasuttavaṇṇanā,Suttanikkhepavaṇṇanā,
MAIN001-S321,MAIN001,3053,3056,Bhikkhaveti patissavena abhimukhībhūtānaṃ punālapanaṃ.,"The address bhikkhave (‘monks’) is a repeated form of direct calling, intended for those who have turned their attention in acknowledgment.",H000008,5,Majjhimanikāye > Mūlapaṇṇāsa-aṭṭhakathā > 1. Mūlapariyāyavaggo > 1. Mūlapariyāyasuttavaṇṇanā > Suttanikkhepavaṇṇanā,Majjhimanikāye,Mūlapaṇṇāsa-aṭṭhakathā,1. Mūlapariyāyavaggo,1. Mūlapariyāyasuttavaṇṇanā,Suttanikkhepavaṇṇanā,
MAIN001-S322,MAIN001,3057,3058,Desessāmīti desanāpaṭijānanaṃ.,I shall teach’ (desessāmi) is an acknowledgment of the act of giving a discourse.,H000008,5,Majjhimanikāye > Mūlapaṇṇāsa-aṭṭhakathā > 1. Mūlapariyāyavaggo > 1. Mūlapariyāyasuttavaṇṇanā > Suttanikkhepavaṇṇanā,Majjhimanikāye,Mūlapaṇṇāsa-aṭṭhakathā,1. Mūlapariyāyavaggo,1. Mūlapariyāyasuttavaṇṇanā,Suttanikkhepavaṇṇanā,
MAIN001-S323,MAIN001,3059,3071,"Idaṃ vuttaṃ hoti, bhikkhave, sabbadhammānaṃ mūlakāraṇaṃ tumhākaṃ desessāmi, dutiyena nayena kāraṇadesanaṃ tumhākaṃ desessāmīti.","The meaning here is this: ‘Monks, I shall teach you the root cause of all phenomena; in a secondary sense, I shall teach you the exposition of causes.",H000008,5,Majjhimanikāye > Mūlapaṇṇāsa-aṭṭhakathā > 1. Mūlapariyāyavaggo > 1. Mūlapariyāyasuttavaṇṇanā > Suttanikkhepavaṇṇanā,Majjhimanikāye,Mūlapaṇṇāsa-aṭṭhakathā,1. Mūlapariyāyavaggo,1. Mūlapariyāyasuttavaṇṇanā,Suttanikkhepavaṇṇanā,
MAIN001-S324,MAIN001,3072,3081,Taṃ suṇāthāti tamatthaṃ taṃ kāraṇaṃ taṃ desanaṃ mayā vuccamānaṃ suṇātha.,"Listen to that’ means: listen to that meaning, that cause, that exposition as it is being spoken by me.",H000008,5,Majjhimanikāye > Mūlapaṇṇāsa-aṭṭhakathā > 1. Mūlapariyāyavaggo > 1. Mūlapariyāyasuttavaṇṇanā > Suttanikkhepavaṇṇanā,Majjhimanikāye,Mūlapaṇṇāsa-aṭṭhakathā,1. Mūlapariyāyavaggo,1. Mūlapariyāyasuttavaṇṇanā,Suttanikkhepavaṇṇanā,
MAIN001-S325,MAIN001,3082,3089,Sādhukaṃ manasi karothāti ettha pana sādhukaṃ sādhūti ekatthametaṃ.,Attend carefully’ (sādhukaṃ manasi karotha) — here the words sādhukaṃ and sādhu have the same meaning.,H000008,5,Majjhimanikāye > Mūlapaṇṇāsa-aṭṭhakathā > 1. Mūlapariyāyavaggo > 1. Mūlapariyāyasuttavaṇṇanā > Suttanikkhepavaṇṇanā,Majjhimanikāye,Mūlapaṇṇāsa-aṭṭhakathā,1. Mūlapariyāyavaggo,1. Mūlapariyāyasuttavaṇṇanā,Suttanikkhepavaṇṇanā,
MAIN001-S326,MAIN001,3090,3094,Ayañca sādhu saddo āyācanasampaṭicchanasampahaṃsanasundaradaḷhīkammādīsu dissati.,"And the term sādhu is found used in various contexts: as an expression of request (āyācana), of assent (sampaṭicchana), of approval (sampahaṃsana), of beauty (sundara), and of firm establishment (daḷhīkamma), and so forth.",H000008,5,Majjhimanikāye > Mūlapaṇṇāsa-aṭṭhakathā > 1. Mūlapariyāyavaggo > 1. Mūlapariyāyasuttavaṇṇanā > Suttanikkhepavaṇṇanā,Majjhimanikāye,Mūlapaṇṇāsa-aṭṭhakathā,1. Mūlapariyāyavaggo,1. Mūlapariyāyasuttavaṇṇanā,Suttanikkhepavaṇṇanā,
MAIN001-S327,MAIN001,3095,3107,"‘‘Sādhu me bhante bhagavā, saṃkhittena dhammaṃ desetū’’tiādīsu (saṃ. ni. 4.95) hi āyācane dissati.","In the passage, ‘It would be good, venerable sir, if the Blessed One would teach me the Dhamma in brief’ (Saṃyutta Nikāya 4.95), the term sādhu is used in the sense of request (āyācana).",H000008,5,Majjhimanikāye > Mūlapaṇṇāsa-aṭṭhakathā > 1. Mūlapariyāyavaggo > 1. Mūlapariyāyasuttavaṇṇanā > Suttanikkhepavaṇṇanā,Majjhimanikāye,Mūlapaṇṇāsa-aṭṭhakathā,1. Mūlapariyāyavaggo,1. Mūlapariyāyasuttavaṇṇanā,Suttanikkhepavaṇṇanā,
MAIN001-S328,MAIN001,3108,3120,"‘‘Sādhu, bhanteti kho so bhikkhu bhagavato bhāsitaṃ abhinanditvā anumoditvā’’tiādīsu (ma. ni. 3.86) sampaṭicchane.","In the passage, ‘Good, venerable sir,’ that bhikkhu approved and consented to the Blessed One’s words (Majjhima Nikāya 3.86), the term sādhu is used in the sense of assent (sampaṭicchana).",H000008,5,Majjhimanikāye > Mūlapaṇṇāsa-aṭṭhakathā > 1. Mūlapariyāyavaggo > 1. Mūlapariyāyasuttavaṇṇanā > Suttanikkhepavaṇṇanā,Majjhimanikāye,Mūlapaṇṇāsa-aṭṭhakathā,1. Mūlapariyāyavaggo,1. Mūlapariyāyasuttavaṇṇanā,Suttanikkhepavaṇṇanā,
MAIN001-S329,MAIN001,3121,3127,"‘‘Sādhu, sādhu sāriputtā’’tiādīsu (dī. ni. 3.349) sampahaṃsane.","In the passage, ‘Well done, well done, Sāriputta’ (Dīgha Nikāya 3.349), the term sādhu is used in the sense of approval (sampahaṃsana).",H000008,5,Majjhimanikāye > Mūlapaṇṇāsa-aṭṭhakathā > 1. Mūlapariyāyavaggo > 1. Mūlapariyāyasuttavaṇṇanā > Suttanikkhepavaṇṇanā,Majjhimanikāye,Mūlapaṇṇāsa-aṭṭhakathā,1. Mūlapariyāyavaggo,1. Mūlapariyāyasuttavaṇṇanā,Suttanikkhepavaṇṇanā,
MAIN001-S330,MAIN001,3128,3137,"‘‘Sādhu dhammarucī rājā, sādhu paññāṇavā naro; Sādhu mittānamaddubbho, pāpassākaraṇaṃ sukha’’nti.","In the passage, ‘Good is the king who delights in Dhamma, good is the man endowed with wisdom; good is one who does not betray his friends, and happiness is the abstention from evil,’ the term sādhu is used in the sense of ‘good’ or ‘excellent’ (sundara).",H000008,5,Majjhimanikāye > Mūlapaṇṇāsa-aṭṭhakathā > 1. Mūlapariyāyavaggo > 1. Mūlapariyāyasuttavaṇṇanā > Suttanikkhepavaṇṇanā,Majjhimanikāye,Mūlapaṇṇāsa-aṭṭhakathā,1. Mūlapariyāyavaggo,1. Mūlapariyāyasuttavaṇṇanā,Suttanikkhepavaṇṇanā,
MAIN001-S331,MAIN001,3138,3141,Ādīsu (jā. 2.18.101) sundare.,"In such passages (Jātaka 2.18.101), the term sādhu is used in the sense of ‘good’ or ‘beautiful’ (sundara).",H000008,5,Majjhimanikāye > Mūlapaṇṇāsa-aṭṭhakathā > 1. Mūlapariyāyavaggo > 1. Mūlapariyāyasuttavaṇṇanā > Suttanikkhepavaṇṇanā,Majjhimanikāye,Mūlapaṇṇāsa-aṭṭhakathā,1. Mūlapariyāyavaggo,1. Mūlapariyāyasuttavaṇṇanā,Suttanikkhepavaṇṇanā,
MAIN001-S332,MAIN001,3142,3153,"‘‘Tena hi, brāhmaṇa, sādhukaṃ suṇāhī’’tiādīsu (a. ni. 5.192) sādhukasaddoyeva daḷhīkamme, āṇattiyantipi vuccati.","In the passage, ‘Well then, brahmin, listen carefully’ (Aṅguttara Nikāya 5.192), the word sādhukaṃ is used in the sense of firm establishment (daḷhīkamma), and it is also called an injunction (āṇatti).",H000008,5,Majjhimanikāye > Mūlapaṇṇāsa-aṭṭhakathā > 1. Mūlapariyāyavaggo > 1. Mūlapariyāyasuttavaṇṇanā > Suttanikkhepavaṇṇanā,Majjhimanikāye,Mūlapaṇṇāsa-aṭṭhakathā,1. Mūlapariyāyavaggo,1. Mūlapariyāyasuttavaṇṇanā,Suttanikkhepavaṇṇanā,
MAIN001-S333,MAIN001,3154,3161,Idhāpi ayaṃ ettheva daḷhīkamme ca āṇattiyañca attho veditabbo.,"Here too, in this context, the meaning should be understood precisely as firm establishment (daḷhīkamma) and as injunction (āṇatti).",H000008,5,Majjhimanikāye > Mūlapaṇṇāsa-aṭṭhakathā > 1. Mūlapariyāyavaggo > 1. Mūlapariyāyasuttavaṇṇanā > Suttanikkhepavaṇṇanā,Majjhimanikāye,Mūlapaṇṇāsa-aṭṭhakathā,1. Mūlapariyāyavaggo,1. Mūlapariyāyasuttavaṇṇanā,Suttanikkhepavaṇṇanā,
MAIN001-S334,MAIN001,3162,3163,Sundaratthepi vattati.,It is also used in the sense of ‘good’ or ‘excellent’ (sundara).,H000008,5,Majjhimanikāye > Mūlapaṇṇāsa-aṭṭhakathā > 1. Mūlapariyāyavaggo > 1. Mūlapariyāyasuttavaṇṇanā > Suttanikkhepavaṇṇanā,Majjhimanikāye,Mūlapaṇṇāsa-aṭṭhakathā,1. Mūlapariyāyavaggo,1. Mūlapariyāyasuttavaṇṇanā,Suttanikkhepavaṇṇanā,
MAIN001-S335,MAIN001,3164,3170,Daḷhīkaraṇatthena hi daḷhamimaṃ dhammaṃ suṇātha suggahitaṃ gaṇhantā.,"For in the sense of firm establishment, it means: ‘Listen to this Dhamma attentively, taking it up well and firmly.",H000008,5,Majjhimanikāye > Mūlapaṇṇāsa-aṭṭhakathā > 1. Mūlapariyāyavaggo > 1. Mūlapariyāyasuttavaṇṇanā > Suttanikkhepavaṇṇanā,Majjhimanikāye,Mūlapaṇṇāsa-aṭṭhakathā,1. Mūlapariyāyavaggo,1. Mūlapariyāyasuttavaṇṇanā,Suttanikkhepavaṇṇanā,
MAIN001-S336,MAIN001,3171,3174,Āṇattiatthena mama āṇattiyā suṇātha.,"In the sense of injunction, it means: ‘Listen in accordance with my instruction.",H000008,5,Majjhimanikāye > Mūlapaṇṇāsa-aṭṭhakathā > 1. Mūlapariyāyavaggo > 1. Mūlapariyāyasuttavaṇṇanā > Suttanikkhepavaṇṇanā,Majjhimanikāye,Mūlapaṇṇāsa-aṭṭhakathā,1. Mūlapariyāyavaggo,1. Mūlapariyāyasuttavaṇṇanā,Suttanikkhepavaṇṇanā,
MAIN001-S337,MAIN001,3175,3182,Sundaratthena sundaramimaṃ bhaddakaṃ dhammaṃ suṇāthāti evaṃ dīpitaṃ hoti.,"In the sense of excellence, it means: ‘Listen to this Dhamma which is good and auspicious’; thus it is indicated.",H000008,5,Majjhimanikāye > Mūlapaṇṇāsa-aṭṭhakathā > 1. Mūlapariyāyavaggo > 1. Mūlapariyāyasuttavaṇṇanā > Suttanikkhepavaṇṇanā,Majjhimanikāye,Mūlapaṇṇāsa-aṭṭhakathā,1. Mūlapariyāyavaggo,1. Mūlapariyāyasuttavaṇṇanā,Suttanikkhepavaṇṇanā,
MAIN001-S338,MAIN001,3183,3193,"Manasi karothāti āvajjetha, samannāharathāti attho, avikkhittacittā hutvā nisāmetha citte karothāti adhippāyo.","‘Attend in mind’ (manasi karotha) means: direct your attention, gather it together; the meaning is, ‘Listen with undistracted mind, making it an object of thought",H000008,5,Majjhimanikāye > Mūlapaṇṇāsa-aṭṭhakathā > 1. Mūlapariyāyavaggo > 1. Mūlapariyāyasuttavaṇṇanā > Suttanikkhepavaṇṇanā,Majjhimanikāye,Mūlapaṇṇāsa-aṭṭhakathā,1. Mūlapariyāyavaggo,1. Mūlapariyāyasuttavaṇṇanā,Suttanikkhepavaṇṇanā,
MAIN001-S339,MAIN001,3194,3197,Idānettha taṃ suṇāthāti sotindriyavikkhepavāraṇametaṃ.,"Here, the phrase ‘listen to that’ (taṃ suṇātha) serves as a safeguard against the distraction of the faculty of hearing.",H000008,5,Majjhimanikāye > Mūlapaṇṇāsa-aṭṭhakathā > 1. Mūlapariyāyavaggo > 1. Mūlapariyāyasuttavaṇṇanā > Suttanikkhepavaṇṇanā,Majjhimanikāye,Mūlapaṇṇāsa-aṭṭhakathā,1. Mūlapariyāyavaggo,1. Mūlapariyāyasuttavaṇṇanā,Suttanikkhepavaṇṇanā,
MAIN001-S340,MAIN001,3198,3203,Sādhukaṃ manasi karothāti manasikāre daḷhīkammaniyojanena manindriyavikkhepavāraṇaṃ.,"Attend carefully’ (sādhukaṃ manasi karotha) is a restraint against the distraction of the mind faculty, through the firm application of attention.",H000008,5,Majjhimanikāye > Mūlapaṇṇāsa-aṭṭhakathā > 1. Mūlapariyāyavaggo > 1. Mūlapariyāyasuttavaṇṇanā > Suttanikkhepavaṇṇanā,Majjhimanikāye,Mūlapaṇṇāsa-aṭṭhakathā,1. Mūlapariyāyavaggo,1. Mūlapariyāyasuttavaṇṇanā,Suttanikkhepavaṇṇanā,
MAIN001-S341,MAIN001,3204,3207,"Purimañcettha byañjanavipallāsaggāhavāraṇaṃ, pacchimaṃ atthavipallāsaggāhavāraṇaṃ.","Here, the former phrase serves as a safeguard against grasping a distortion of expression (byañjana-vipallāsa), while the latter serves as a safeguard against grasping a distortion of meaning (attha-vipallāsa).",H000008,5,Majjhimanikāye > Mūlapaṇṇāsa-aṭṭhakathā > 1. Mūlapariyāyavaggo > 1. Mūlapariyāyasuttavaṇṇanā > Suttanikkhepavaṇṇanā,Majjhimanikāye,Mūlapaṇṇāsa-aṭṭhakathā,1. Mūlapariyāyavaggo,1. Mūlapariyāyasuttavaṇṇanā,Suttanikkhepavaṇṇanā,
