sentence_id,parent_chunk,token_start,token_end,sentence_text
MAIN001-S501,MAIN001,5004,5020,Apare āhu pathavīkasiṇaṃ parittaṃ bhāvetvā tato aññaṃ appamāṇaṃ attānaṃ gahetvā pathavito bahiddhāpi me attāti maññamāno pathavito maññatīti.
MAIN001-S502,MAIN001,5021,5037,Pathaviṃ meti maññatīti ettha pana kevalañhi mahāpathaviṃ taṇhāvasena mamāyatīti iminā nayena pavattā ekā taṇhāmaññanā eva labbhatīti veditabbā.
MAIN001-S503,MAIN001,5038,5053,"Sā cāyaṃ mama kesā, mama lomā, mama ayo, mama lohanti evaṃ yathāvuttappabhedāya sabbāyapi ajjhattikabāhirāya pathaviyā yojetabbāti."
MAIN001-S504,MAIN001,5054,5064,"Pathaviṃ abhinandatīti vuttappakārameva pathaviṃ taṇhādīhi abhinandati, assādeti, parāmasati cāti vuttaṃ hoti."
MAIN001-S505,MAIN001,5065,5074,‘‘Pathaviṃ maññatī’’ti eteneva etasmiṃ atthe siddhe kasmā etaṃ vuttanti ce.
MAIN001-S506,MAIN001,5075,5076,Avicāritametaṃ porāṇehi.
MAIN001-S507,MAIN001,5077,5084,"Ayaṃ pana attano mati, desanāvilāsato vā ādīnavadassanato vā."
MAIN001-S508,MAIN001,5085,5093,"Yassā hi dhammadhātuyā suppaṭividdhattā nānānayavicitradesanāvilāsasampanno, ayaṃ sā bhagavatā suppaṭividdhā."
MAIN001-S509,MAIN001,5094,5104,Tasmā pubbe maññanāvasena kilesuppattiṃ dassetvā idāni abhinandanāvasena dassento desanāvilāsato vā idamāha.
MAIN001-S510,MAIN001,5105,5128,"Yo vā pathaviṃ maññati, pathaviyā maññati, pathavito maññati, pathaviṃ meti maññati, so yasmā na sakkoti pathavīnissitaṃ taṇhaṃ vā diṭṭhiṃ vā pahātuṃ, tasmā pathaviṃ abhinandatiyeva."
MAIN001-S511,MAIN001,5129,5139,"Yo ca pathaviṃ abhinandati, dukkhaṃ so abhinandati, dukkhañca ādīnavoti ādīnavadassanatopi idamāha."
MAIN001-S512,MAIN001,5140,5155,"Vuttañcetaṃ bhagavatā ‘‘yo, bhikkhave, pathavīdhātuṃ abhinandati, dukkhaṃ so abhinandati, yo dukkhaṃ abhinandati, aparimutto so dukkhasmāti vadāmī’’ti."
MAIN001-S513,MAIN001,5156,5177,"Evaṃ pathavīvatthukaṃ maññanaṃ abhinandanañca vatvā idāni yena kāraṇena so maññati, abhinandati ca, taṃ kāraṇaṃ āvikaronto āha taṃ kissa hetu, apariññātaṃ tassāti vadāmīti."
MAIN001-S514,MAIN001,5178,5190,"Tassattho, so puthujjano taṃ pathaviṃ kissa hetu maññati, kena kāraṇena maññati, abhinandatīti ce."
MAIN001-S515,MAIN001,5191,5201,"Apariññātaṃ tassāti vadāmīti, yasmā taṃ vatthu tassa apariññātaṃ, tasmāti vuttaṃ hoti."
MAIN001-S516,MAIN001,5202,5212,"Yo hi pathaviṃ parijānāti, so tīhi pariññāhi parijānāti ñātapariññāya tīraṇapariññāya pahānapariññāyāti."
MAIN001-S517,MAIN001,5213,5215,Tattha katamā ñātapariññā.
MAIN001-S518,MAIN001,5216,5228,"Pathavīdhātuṃ parijānāti, ayaṃ pathavīdhātu ajjhattikā, ayaṃ bāhirā, idamassā lakkhaṇaṃ, imāni rasapaccupaṭṭhānapadaṭṭhānānīti, ayaṃ ñātapariññā."
MAIN001-S519,MAIN001,5229,5242,"Katamā tīraṇapariññā? Evaṃ ñātaṃ katvā pathavīdhātuṃ tīreti aniccato dukkhato rogatoti dvācattālīsāya ākārehi, ayaṃ tīraṇapariññā."
MAIN001-S520,MAIN001,5243,5252,"Katamā pahānapariññā? Evaṃ tīrayitvā aggamaggena pathavīdhātuyā chandarāgaṃ pajahati, ayaṃ pahānapariññā."
MAIN001-S521,MAIN001,5253,5255,Nāmarūpavavatthānaṃ vā ñātapariññā.
MAIN001-S522,MAIN001,5256,5257,Kalāpasammasanādianulomapariyosānā tīraṇapariññā.
MAIN001-S523,MAIN001,5258,5260,Ariyamagge ñāṇaṃ pahānapariññāti.
MAIN001-S524,MAIN001,5261,5281,"Yo pathaviṃ parijānāti, so imāhi tīhi pariññāhi parijānāti, assa ca puthujjanassa tā pariññāyo natthi, tasmā apariññātattā pathaviṃ maññati ca abhinandati cāti."
MAIN001-S525,MAIN001,5282,5299,"Tenāha bhagavā – idha, bhikkhave, assutavā puthujjano…pe… pathaviṃ maññati, pathaviyā maññati, pathavito maññati, pathaviṃ meti maññati, pathaviṃ abhinandati."
MAIN001-S526,MAIN001,5300,5305,Taṃ kissa hetu? Apariññātaṃ tassāti vadāmī’’ti.
MAIN001-S527,MAIN001,5306,5307,Pathavīvāravaṇṇanā niṭṭhitā.
MAIN001-S528,MAIN001,5308,5314,Āpovārādivaṇṇanā Āpaṃ āpatoti etthāpi lakkhaṇasasambhārārammaṇasammutivasena catubbidho āpo.
MAIN001-S529,MAIN001,5315,5319,"Tesu ‘‘tattha, katamā ajjhattikā āpodhātu."
MAIN001-S530,MAIN001,5320,5334,"Yaṃ ajjhattaṃ paccattaṃ āpo āpogataṃ, sineho sinehagataṃ bandhanattaṃ rūpassa ajjhattaṃ upādinna’’ntiādīsu (vibha. 174) vutto lakkhaṇaāpo."
MAIN001-S531,MAIN001,5335,5341,‘‘Āpokasiṇaṃ uggaṇhanto āpasmiṃ nimittaṃ gaṇhātī’’tiādīsu vutto sasambhārāpo.
MAIN001-S532,MAIN001,5342,5345,Sesaṃ sabbaṃ pathaviyaṃ vuttasadisameva.
MAIN001-S533,MAIN001,5346,5369,"Kevalaṃ yojanānaye pana ‘‘pittaṃ semha’’ntiādinā nayena vuttā dvādasabhedā ajjhattikā āpodhātu, ‘‘tattha, katamā bāhirā āpodhātu? Yaṃ bāhiraṃ āpo āpogataṃ, sineho sinehagataṃ bandhanattaṃ rūpassa bahiddhā anupādinnaṃ."
MAIN001-S534,MAIN001,5370,5400,"Seyyathidaṃ, mūlaraso khandharaso tacaraso pattaraso puppharaso phalaraso khīraṃ dadhi sappi navanītaṃ telaṃ madhu phāṇitaṃ bhummāni vā udakāni antalikkhāni vā’’ti (vibha. 174) evaṃ vuttā ca bāhirā āpodhātu veditabbā, yo ca ajjhattārammaṇattike nimittaāpo."
MAIN001-S535,MAIN001,5401,5407,Tejaṃ tejatoti imasmiṃ tejovārepi vuttanayeneva vitthāro veditabbo.
MAIN001-S536,MAIN001,5408,5431,"Yojanānaye panettha ‘‘yena ca santappati, yena ca jīrīyati, yena ca pariḍayhati, yena ca asitapītakhāyitasāyitaṃ sammā pariṇāmaṃ gacchatī’’ti (vibha. 175) evaṃ vuttā catuppabhedā ajjhattikā tejodhātu."
MAIN001-S537,MAIN001,5432,5445,‘‘Tattha katamā bāhirā tejodhātu? Yaṃ bāhiraṃ tejo tejogataṃ usmā usmāgataṃ usumaṃ usumagataṃ bahiddhā anupādinnaṃ.
MAIN001-S538,MAIN001,5446,5467,"Seyyathidaṃ, kaṭṭhaggi palālaggi tiṇaggi gomayaggi thusaggi saṅkāraggi indaggi aggisantāpo sūriyasantāpo kaṭṭhasannicayasantāpo tiṇasannicayasantāpo dhaññasannicayasantāpo bhaṇḍasannicayasantāpo’’ti (vibha. 175) evaṃ vuttā ca bāhirā tejodhātu veditabbā."
MAIN001-S539,MAIN001,5468,5492,Vāyaṃ vāyatoti imassa vāyavārassāpi yojanānaye pana ‘‘uddhaṅgamā vātā adhogamā vātā kucchisayā vātā koṭṭhāsayā vātā aṅgamaṅgānusārino vātā satthakavātā khurakavātā uppalakavātā assāso passāso’’ti evaṃ vuttā ajjhattikā vāyodhātu.
MAIN001-S540,MAIN001,5493,5504,‘‘Tattha katamā bāhirā vāyodhātu? Yaṃ bāhiraṃ vāyo vāyogataṃ thambhitattaṃ rūpassa bahiddhā anupādinnaṃ.
MAIN001-S541,MAIN001,5505,5539,"Seyyathidaṃ, puratthimā vātā pacchimā vātā uttarā vātā dakkhiṇā vātā sarajā vātā arajā vātā sītā vātā uṇhā vātā parittā vātā adhimattā vātā kāḷavātā verambhavātā pakkhavātā supaṇṇavātā tālavaṇṭavātā vidhūpanavātā’’ti (vibha. 176) evaṃ vuttā ca bāhirā vāyodhātu veditabbā."
MAIN001-S542,MAIN001,5540,5541,Sesaṃ vuttanayamevāti.
MAIN001-S543,MAIN001,5542,5558,"Ettāvatā ca yvāyaṃ – ‘‘Vuttamhi ekadhamme, ye dhammā ekalakkhaṇā tena; Vuttā bhavanti sabbe, iti vutto lakkhaṇo hāro’’ti."
MAIN001-S544,MAIN001,5559,5576,"– Evaṃ nettiyaṃ lakkhaṇo nāma hāro vutto, tassa vasena yasmā catūsu bhūtesu gahitesu upādārūpampi gahitameva bhavati, rūpalakkhaṇaṃ anatītattā."
MAIN001-S545,MAIN001,5577,5580,Yañca bhūtopādārūpaṃ so rūpakkhandho.
MAIN001-S546,MAIN001,5581,5595,Tasmā ‘‘assutavā puthujjano pathaviṃ āpaṃ tejaṃ vāyaṃ maññatī’’ti vadantena atthato rūpaṃ attato samanupassatītipi vuttaṃ hoti.
MAIN001-S547,MAIN001,5596,5607,‘‘Pathaviyā āpasmiṃ tejasmiṃ vāyasmiṃ maññatī’’ti vadantena rūpasmiṃ vā attānaṃ samanupassatīti vuttampi hoti.
MAIN001-S548,MAIN001,5608,5626,‘‘Pathavito āpato tejato vāyato maññatī’’ti vadantena rūpato añño attāti siddhattā rūpavantaṃ vā attānaṃ attani vā rūpaṃ samanupassatītipi vuttaṃ hoti.
MAIN001-S549,MAIN001,5627,5631,Evametā catasso rūpavatthukā sakkāyadiṭṭhimaññanā veditabbā.
MAIN001-S550,MAIN001,5632,5642,"Tattha ekā ucchedadiṭṭhi, tisso sassatadiṭṭhiyoti dveva diṭṭhiyo hontīti ayampi atthaviseso veditabbo."
MAIN001-S551,MAIN001,5643,5644,Āpovārādivaṇṇanā niṭṭhitā.
MAIN001-S552,MAIN001,5645,5645,Bhūtavārādivaṇṇanā
MAIN001-S553,MAIN001,5646,5671,"3. Evaṃ rūpamukhena saṅkhāravatthukaṃ maññanaṃ vatvā idāni ye saṅkhāre upādāya sattā paññapīyanti, tesu saṅkhāresu sattesupi yasmā puthujjano maññanaṃ karoti, tasmā te satte niddisanto bhūte bhūtato sañjānātītiādimāha."
MAIN001-S554,MAIN001,5672,5675,Tatthāyaṃ bhūtasaddo pañcakkhandhaamanussadhātuvijjamānakhīṇāsavasattarukkhādīsu dissati.
MAIN001-S555,MAIN001,5676,5685,"‘‘Bhūtamidanti, bhikkhave, samanupassathā’’tiādīsu (ma. ni. 1.401) hi ayaṃ pañcakkhandhesu dissati."
MAIN001-S556,MAIN001,5686,5693,‘‘Yānīdha bhūtāni samāgatānī’’ti (su. ni. 224) ettha amanussesu.
MAIN001-S557,MAIN001,5694,5703,"‘‘Cattāro kho, bhikkhu, mahābhūtā hetū’’ti (ma. ni. 3.86) ettha dhātūsu."
MAIN001-S558,MAIN001,5704,5708,‘‘Bhūtasmiṃ pācittiya’’ntiādīsu (pāci. 69) vijjamāne.
MAIN001-S559,MAIN001,5709,5716,‘‘Yo ca kālaghaso bhūto’’ti (jā. 1.10.190) ettha khīṇāsave.
MAIN001-S560,MAIN001,5717,5726,‘‘Sabbeva nikkhipissanti bhūtā loke samussaya’’nti (dī. ni. 2.220) ettha sattesu.
MAIN001-S561,MAIN001,5727,5731,‘‘Bhūtagāmapātabyatāyā’’ti (pāci. 90) ettha rukkhādīsu.
MAIN001-S562,MAIN001,5732,5739,"Idha panāyaṃ sattesu vattati, no ca kho avisesena."
MAIN001-S563,MAIN001,5740,5746,Cātumahārājikānaṃ hi heṭṭhā sattā idha bhūtāti adhippetā.
MAIN001-S564,MAIN001,5747,5751,Tattha bhūte bhūtato sañjānātītiādi vuttanayameva.
MAIN001-S565,MAIN001,5752,5757,Bhūte maññatītiādīsu pana tissopi maññanā yojetabbā.
MAIN001-S566,MAIN001,5758,5786,"Kathaṃ? Ayañhi ‘‘so passati gahapatiṃ vā gahapatiputtaṃ vā pañcahi kāmaguṇehi samappitaṃ samaṅgibhūta’’nti (a. ni. 7.50) vuttanayena bhūte subhā sukhitāti gahetvā rajjati, disvāpi ne rajjati, sutvāpi, ghāyitvāpi, sāyitvāpi, phusitvāpi, ñatvāpi."
MAIN001-S567,MAIN001,5787,5790,Evaṃ bhūte taṇhāmaññanāya maññati.
MAIN001-S568,MAIN001,5791,5810,"‘‘Aho vatāhaṃ khattiyamahāsālānaṃ vā sahabyataṃ upapajjeyya’’ntiādinā (dī. ni. 3.337) vā pana nayena appaṭiladdhassa paṭilābhāya cittaṃ paṇidahati, evampi bhūte taṇhāmaññanāya maññati."
MAIN001-S569,MAIN001,5811,5819,Attano pana bhūtānañca sampattivipattiṃ nissāya attānaṃ vā seyyaṃ dahati.
MAIN001-S570,MAIN001,5820,5830,"Bhūtesu ca yaṃkiñci bhūtaṃ hīnaṃ attānaṃ vā hīnaṃ, yaṃkiñci bhūtaṃ seyyaṃ."
MAIN001-S571,MAIN001,5831,5838,"Attānaṃ vā bhūtena, bhūtaṃ vā attanā sadisaṃ dahati."
MAIN001-S572,MAIN001,5839,5849,Yathāha ‘‘idhekacco jātiyā vā…pe… aññataraññatarena vatthunā pubbakālaṃ parehi sadisaṃ attānaṃ dahati.
MAIN001-S573,MAIN001,5850,5853,Aparakālaṃ attānaṃ seyyaṃ dahati.
MAIN001-S574,MAIN001,5854,5865,"Pare hīne dahati, yo evarūpo māno …pe… ayaṃ vuccati mānātimāno’’ti (vibha. 876-880)."
MAIN001-S575,MAIN001,5866,5869,Evaṃ bhūte mānamaññanāya maññati.
MAIN001-S576,MAIN001,5870,5898,Bhūte pana ‘‘niccā dhuvā sassatā avipariṇāmadhammā’’ti vā ‘‘sabbe sattā sabbe pāṇā sabbe bhūtā sabbe jīvā avasā abalā avīriyā niyatisaṅgatibhāvapariṇatā chasvevābhijātīsu sukhadukkhaṃ paṭisaṃvedentī’’ti (dī. ni. 1.168) vā maññamāno diṭṭhimaññanāya maññati.
MAIN001-S577,MAIN001,5899,5903,Evaṃ bhūte tīhi maññanāhi maññati.
MAIN001-S578,MAIN001,5904,5915,Kathaṃ bhūtesu maññati? Tesu tesu bhūtesu attano upapattiṃ vā sukhuppattiṃ vā ākaṅkhati.
MAIN001-S579,MAIN001,5916,5920,Evaṃ tāva taṇhāmaññanāya bhūtesu maññati.
MAIN001-S580,MAIN001,5921,5930,"Bhūtesu vā upapattiṃ ākaṅkhamāno dānaṃ deti, sīlaṃ samādiyati, uposathakammaṃ karoti."
MAIN001-S581,MAIN001,5931,5934,Evampi bhūtesu taṇhāmaññanāya maññati.
MAIN001-S582,MAIN001,5935,5948,"Bhūte pana samūhaggāhena gahetvā tattha ekacce bhūte seyyato dahati, ekacce sadisato vā hīnato vāti."
MAIN001-S583,MAIN001,5949,5952,Evaṃ bhūtesu mānamaññanāya maññati.
MAIN001-S584,MAIN001,5953,5958,Tathā ekacce bhūte niccā dhuvāti maññati.
MAIN001-S585,MAIN001,5959,5966,"Ekacce aniccā adhuvāti, ahampi bhūtesu aññatarosmīti vā maññati."
MAIN001-S586,MAIN001,5967,5970,Evaṃ bhūtesu diṭṭhimaññanāya maññati.
MAIN001-S587,MAIN001,5971,5989,"Bhūtato maññatīti ettha pana saupakaraṇassa attano vā parassa vā yato kutoci bhūtato uppattiṃ maññamāno bhūtato maññatīti veditabbo, ayamassa diṭṭhimaññanā."
MAIN001-S588,MAIN001,5990,5999,Tasmiṃyeva panassa diṭṭhimaññanāya maññite vatthusmiṃ sinehaṃ mānañca uppādayato taṇhāmānamaññanāpi veditabbā.
MAIN001-S589,MAIN001,6000,6007,Bhūte meti maññatīti ettha pana ekā taṇhāmaññanāva labbhati.
MAIN001-S590,MAIN001,6008,6022,"Sā cāyaṃ ‘‘mama puttā, mama dhītā, mama ajeḷakā, kukkuṭasūkarā, hatthigavassavaḷavā’’ti evamādinā nayena mamāyato pavattatīti veditabbā."
MAIN001-S591,MAIN001,6023,6026,Bhūte abhinandatīti etaṃ vuttanayameva.
MAIN001-S592,MAIN001,6027,6041,"Apariññātaṃ tassāti ettha pana ye saṅkhāre upādāya bhūtānaṃ paññatti, tesaṃ apariññātattā bhūtā apariññātā hontīti veditabbā."
MAIN001-S593,MAIN001,6042,6045,Yojanā pana vuttanayeneva kātabbā.
MAIN001-S594,MAIN001,6046,6061,Evaṃ saṅkhepato saṅkhāravasena ca sattavasena ca maññanāvatthuṃ dassetvā idāni bhūmivisesādinā bhedena vitthāratopi taṃ dassento deve devatotiādimāha.
MAIN001-S595,MAIN001,6062,6073,"Tattha dibbanti pañcahi kāmaguṇehi attano vā iddhiyāti devā, kīḷanti jotenti cāti attho."
MAIN001-S596,MAIN001,6074,6078,Te tividhā sammutidevā upapattidevā visuddhidevāti.
MAIN001-S597,MAIN001,6079,6083,Sammutidevā nāma rājāno deviyo rājakumārā.
MAIN001-S598,MAIN001,6084,6089,Upapattidevā nāma cātumahārājike deve upādāya tatuttaridevā.
MAIN001-S599,MAIN001,6090,6093,Visuddhidevā nāma arahanto khīṇāsavā.
MAIN001-S600,MAIN001,6094,6101,"Idha pana upapattidevā daṭṭhabbā, no ca kho avisesena."
MAIN001-S601,MAIN001,6102,6111,Paranimmitavasavattidevaloke māraṃ saparisaṃ ṭhapetvā sesā cha kāmāvacarā idha devāti adhippetā.
MAIN001-S602,MAIN001,6112,6117,Tattha sabbā atthavaṇṇanā bhūtavāre vuttanayeneva veditabbā.
MAIN001-S603,MAIN001,6118,6123,Pajāpatinti ettha pana māro pajāpatīti veditabbo.
MAIN001-S604,MAIN001,6124,6132,Keci pana ‘‘tesaṃ tesaṃ devānaṃ adhipatīnaṃ mahārājādīnametaṃ adhivacana’’nti vadanti.
MAIN001-S605,MAIN001,6133,6147,"Taṃ devaggahaṇeneva tesaṃ gahitattā ayuttanti mahāaṭṭhakathāyaṃ paṭikkhittaṃ, māroyeva pana sattasaṅkhātāya pajāya adhipatibhāvena idha pajāpatīti adhippeto."
MAIN001-S606,MAIN001,6148,6151,So kuhiṃ vasati? Paranimmitavasavattidevaloke.
MAIN001-S607,MAIN001,6152,6156,Tatra hi vasavattirājā rajjaṃ kāreti.
MAIN001-S608,MAIN001,6157,6168,Māro ekasmiṃ padese attano parisāya issariyaṃ pavattento rajjapaccante dāmarikarājaputto viya vasatīti vadanti.
MAIN001-S609,MAIN001,6169,6173,Māraggahaṇeneva cettha māraparisāyapi gahaṇaṃ veditabbaṃ.
MAIN001-S610,MAIN001,6174,6186,Yojanānayo cettha pajāpatiṃ vaṇṇavantaṃ dīghāyukaṃ sukhabahulaṃ disvā vā sutvā vā rajjanto taṇhāmaññanāya maññati.
MAIN001-S611,MAIN001,6187,6201,‘‘Aho vatāhaṃ pajāpatino sahabyataṃ upapajjeyya’’ntiādinā vā pana nayena appaṭiladdhassa paṭilābhāya cittaṃ paṇidahantopi pajāpatiṃ taṇhāmaññanāya maññati.
MAIN001-S612,MAIN001,6202,6213,Pajāpatibhāvaṃ pana patto samāno ahamasmi pajānamissaro adhipatīti mānaṃ janento pajāpatiṃ mānamaññanāya maññati.
MAIN001-S613,MAIN001,6214,6234,‘‘Pajāpati nicco dhuvo’’ti vā ‘‘ucchijjissati vinassissatī’’ti vā ‘‘avaso abalo avīriyo niyatisaṅgatibhāvapariṇato chasvevābhijātīsu sukhadukkhaṃ paṭisaṃvedetī’’ti vā maññamāno pana pajāpatiṃ diṭṭhimaññanāya maññatīti veditabbo.
MAIN001-S614,MAIN001,6235,6240,Pajāpatisminti ettha pana ekā diṭṭhimaññanāva yujjati.
MAIN001-S615,MAIN001,6241,6244,Tassā evaṃ pavatti veditabbā.
MAIN001-S616,MAIN001,6245,6257,"Idhekacco ‘‘pajāpatismiṃ ye ca dhammā saṃvijjanti, sabbe te niccā dhuvā sassatā avipariṇāmadhammā’’ti maññati."
MAIN001-S617,MAIN001,6258,6268,"Atha vā ‘‘pajāpatismiṃ natthi pāpaṃ, na tasmiṃ pāpakāni kammāni upalabbhantī’’ti maññati."
MAIN001-S618,MAIN001,6269,6273,Pajāpatitoti ettha tissopi maññanā labbhanti.
MAIN001-S619,MAIN001,6274,6288,"Kathaṃ? Idhekacco saupakaraṇassa attano vā parassa vā pajāpatito uppattiṃ vā niggamanaṃ vā maññati, ayamassa diṭṭhimaññanā."
MAIN001-S620,MAIN001,6289,6298,Tasmiṃyeva panassa diṭṭhimaññanāya maññite vatthusmiṃ sinehaṃ mānañca uppādayato taṇhāmānamaññanāpi veditabbā.
MAIN001-S621,MAIN001,6299,6305,Pajāpatiṃ meti ettha pana ekā taṇhāmaññanāva labbhati.
MAIN001-S622,MAIN001,6306,6316,Sā cāyaṃ ‘‘pajāpati mama satthā mama sāmī’’tiādinā nayena mamāyato pavattatīti veditabbā.
MAIN001-S623,MAIN001,6317,6318,Sesaṃ vuttanayameva.
MAIN001-S624,MAIN001,6319,6326,Brahmaṃ brahmatoti ettha brūhito tehi tehi guṇavisesehīti brahmā.
MAIN001-S625,MAIN001,6327,6334,"Apica brahmāti mahābrahmāpi vuccati, tathāgatopi brāhmaṇopi mātāpitaropi seṭṭhampi."
MAIN001-S626,MAIN001,6335,6345,‘‘Sahasso brahmā dvisahasso brahmā’’tiādīsu (ma. ni. 3.165-166) hi mahābrahmā brahmāti vuccati.
MAIN001-S627,MAIN001,6346,6352,"‘‘Brahmāti kho, bhikkhave, tathāgatassetaṃ adhivacana’’nti ettha tathāgato."
MAIN001-S628,MAIN001,6353,6368,"‘‘Tamonudo buddho samantacakkhu, Lokantagū sabbabhavātivatto; Anāsavo sabbadukkhappahīno, Saccavhayo brahme upāsito me’’ti. (cūḷani. 104) – Ettha brāhmaṇo."
MAIN001-S629,MAIN001,6369,6379,"‘‘Brahmāti mātāpitaro, pubbācariyāti vuccare’’ti. (itivu. 106; jā. 2.20.181) – Ettha mātāpitaro."
MAIN001-S630,MAIN001,6380,6389,‘‘Brahmacakkaṃ pavattetī’’ti (ma. ni. 1.148; a. ni. 5.11) ettha seṭṭhaṃ.
MAIN001-S631,MAIN001,6390,6395,Idha pana paṭhamābhinibbatto kappāyuko brahmā adhippeto.
MAIN001-S632,MAIN001,6396,6400,Taggahaṇeneva ca brahmapurohitabrahmapārisajjāpi gahitāti veditabbā.
MAIN001-S633,MAIN001,6401,6405,Atthavaṇṇanā panettha pajāpativāre vuttanayeneva veditabbā.
MAIN001-S634,MAIN001,6406,6419,Ābhassaravāre daṇḍadīpikāya acci viya etesaṃ sarīrato ābhā chijjitvā chijjitvā patantī viya sarati visaratīti ābhassarā.
MAIN001-S635,MAIN001,6420,6432,"Tesaṃ gahaṇena sabbāpi dutiyajjhānabhūmi gahitā, ekatalavāsino eva cete sabbepi parittābhā appamāṇābhā ābhassarāti veditabbā."
MAIN001-S636,MAIN001,6433,6442,Subhakiṇhavāre subhena okiṇṇā vikiṇṇā subhena sarīrappabhāvaṇṇena ekagghanā suvaṇṇamañjūsāya ṭhapitasampajjalitakañcanapiṇḍasassirikāti subhakiṇhā.
MAIN001-S637,MAIN001,6443,6447,Tesaṃ gahaṇena sabbāpi tatiyajjhānabhūmi gahitā.
MAIN001-S638,MAIN001,6448,6455,Ekatalavāsino eva cete sabbepi parittasubhā appamāṇasubhā subhakiṇhāti veditabbā.
MAIN001-S639,MAIN001,6456,6459,"Vehapphalavāre, vipulā phalāti vehapphalā."
MAIN001-S640,MAIN001,6460,6462,Catutthajjhānabhūmi brahmāno vuccanti.
MAIN001-S641,MAIN001,6463,6470,Atthanayayojanā pana imesu tīsupi vāresu bhūtavāre vuttanayeneva veditabbā.
MAIN001-S642,MAIN001,6471,6473,Abhibhūvāre abhibhavīti abhibhū.
MAIN001-S643,MAIN001,6474,6478,Kiṃ abhibhavi? Cattāro khandhe arūpino.
MAIN001-S644,MAIN001,6479,6480,Asaññabhavassetaṃ adhivacanaṃ.
MAIN001-S645,MAIN001,6481,6495,"Asaññasattā devā vehapphalehi saddhiṃ ekatalāyeva ekasmiṃ okāse yena iriyāpathena nibbattā, teneva yāvatāyukaṃ tiṭṭhanti cittakammarūpasadisā hutvā."
MAIN001-S646,MAIN001,6496,6500,Te idha sabbepi abhibhūvacanena gahitā.
MAIN001-S647,MAIN001,6501,6511,Keci abhibhū nāma sahasso brahmāti evamādinā nayena tattha tattha adhipatibrahmānaṃ vaṇṇayanti.
MAIN001-S648,MAIN001,6512,6517,Brahmaggahaṇeneva pana tassa gahitattā ayuttametanti veditabbaṃ.
MAIN001-S649,MAIN001,6518,6529,Yojanānayo cettha abhibhū vaṇṇavā dīghāyukoti sutvā tattha chandarāgaṃ uppādento abhibhuṃ taṇhāmaññanāya maññati.
MAIN001-S650,MAIN001,6530,6543,‘‘Aho vatāhaṃ abhibhuno sahabyataṃ upapajjeyya’’ntiādinā pana nayena appaṭiladdhassa paṭilābhāya cittaṃ paṇidahantopi abhibhuṃ taṇhāmaññanāya maññati.
MAIN001-S651,MAIN001,6544,6552,Attānaṃ hīnato abhibhuṃ seyyato dahanto pana abhibhuṃ mānamaññanāya maññati.
MAIN001-S652,MAIN001,6553,6561,‘‘Abhibhū nicco dhuvo’’tiādinā nayena parāmasanto abhibhuṃ diṭṭhimaññanāya maññatīti veditabbo.
MAIN001-S653,MAIN001,6562,6564,Sesaṃ pajāpativāre vuttanayameva.
MAIN001-S654,MAIN001,6565,6566,Bhūtavārādivaṇṇanā niṭṭhitā.
MAIN001-S655,MAIN001,6567,6567,Ākāsānañcāyatanavārādivaṇṇanā
MAIN001-S656,MAIN001,6568,6589,"4. Evaṃ bhagavā paṭipāṭiyā devaloke dassentopi abhibhūvacanena asaññabhavaṃ dassetvā idāni yasmā ayaṃ vaṭṭakathā, suddhāvāsā ca vivaṭṭapakkhe ṭhitā, anāgāmikhīṇāsavā eva hi te devā."
MAIN001-S657,MAIN001,6590,6596,"Yasmā vā katipayakappasahassāyukā te devā, buddhuppādakāleyeva honti."
MAIN001-S658,MAIN001,6597,6607,"Buddhā pana asaṅkheyepi kappe na uppajjanti, tadā suññāpi sā bhūmi hoti."
MAIN001-S659,MAIN001,6608,6613,Rañño khandhāvāraṭṭhānaṃ viya hi buddhānaṃ suddhāvāsabhavo.
MAIN001-S660,MAIN001,6614,6624,"Te teneva ca kāraṇena viññāṇaṭṭhitisattāvāsavasenapi na gahitā, sabbakālikā pana imā maññanā."
MAIN001-S661,MAIN001,6625,6631,"Tasmā tāsaṃ sadāvijjamānabhūmiṃ dassento suddhāvāse atikkamitvā, ākāsānañcāyatanantiādimāha."
MAIN001-S662,MAIN001,6632,6637,Tattha ākāsānañcāyatananti tabbhūmikā cattāro kusalavipākakiriyā khandhā.
MAIN001-S663,MAIN001,6638,6644,Te ca tatrūpapannāyeva daṭṭhabbā bhavaparicchedakathā ayanti katvā.
MAIN001-S664,MAIN001,6645,6647,Esa nayo viññāṇañcāyatanādīsu.
MAIN001-S665,MAIN001,6648,6655,Atthayojanā pana catūsupi etesu vāresu abhibhūvāre vuttanayeneva veditabbā.
MAIN001-S666,MAIN001,6656,6660,Mānamaññanā cettha pajāpativāre vuttanayenāpi yujjati.
MAIN001-S667,MAIN001,6661,6662,Ākāsānañcāyatanavārādivaṇṇanā niṭṭhitā.
MAIN001-S668,MAIN001,6663,6663,Diṭṭhasutavārādivaṇṇanā
MAIN001-S669,MAIN001,6664,6680,"5. Evaṃ bhūmivisesādinā bhedena vitthāratopi maññanāvatthuṃ dassetvā idāni sabbamaññanāvatthubhūtaṃ sakkāyapariyāpannaṃ tebhūmakadhammabhedaṃ diṭṭhādīhi catūhi saṅgaṇhitvā dassento, diṭṭhaṃ diṭṭhatotiādimāha."
