window_id,parent_chunk,token_start,token_end,window_text
MAIN001-W2-0404,MAIN001,3913,3967,"Tathā yaṃ nāmarūpaparicchedādīsu vipassanāñāṇesu paṭipakkhabhāvato dīpālokeneva tamassa, tena tena vipassanāñāṇena tassa tassa anatthassa pahānaṃ. Seyyathidaṃ, nāmarūpavavatthānena sakkāyadiṭṭhiyā, paccayapariggahena ahetuvisamahetudiṭṭhīnaṃ, tasseva aparabhāgena kaṅkhāvitaraṇena kathaṃkathībhāvassa, kalāpasammasanena ‘‘ahaṃ mamā’’ti gāhassa, maggāmaggavavatthānena amagge maggasaññāya, udayadassanena ucchedadiṭṭhiyā, vayadassanena sassatadiṭṭhiyā, bhayadassanena sabhaye abhayasaññāya, ādīnavadassanena assādasaññāya, nibbidānupassanāya abhiratisaññāya, muccitukamyatāñāṇena amuccitukamyatāya, upekkhāñāṇena anupekkhāya, anulomena dhammaṭṭhitiyaṃ nibbāne ca paṭilomabhāvassa, gotrabhunā saṅkhāranimittaggāhassa pahānaṃ, etaṃ tadaṅgapahānaṃnāma."
MAIN001-W3-0404,MAIN001,3913,3982,"Tathā yaṃ nāmarūpaparicchedādīsu vipassanāñāṇesu paṭipakkhabhāvato dīpālokeneva tamassa, tena tena vipassanāñāṇena tassa tassa anatthassa pahānaṃ. Seyyathidaṃ, nāmarūpavavatthānena sakkāyadiṭṭhiyā, paccayapariggahena ahetuvisamahetudiṭṭhīnaṃ, tasseva aparabhāgena kaṅkhāvitaraṇena kathaṃkathībhāvassa, kalāpasammasanena ‘‘ahaṃ mamā’’ti gāhassa, maggāmaggavavatthānena amagge maggasaññāya, udayadassanena ucchedadiṭṭhiyā, vayadassanena sassatadiṭṭhiyā, bhayadassanena sabhaye abhayasaññāya, ādīnavadassanena assādasaññāya, nibbidānupassanāya abhiratisaññāya, muccitukamyatāñāṇena amuccitukamyatāya, upekkhāñāṇena anupekkhāya, anulomena dhammaṭṭhitiyaṃ nibbāne ca paṭilomabhāvassa, gotrabhunā saṅkhāranimittaggāhassa pahānaṃ, etaṃ tadaṅgapahānaṃnāma. Yaṃ pana upacārappanābhedena samādhinā pavattibhāvanivāraṇato ghaṭappahāreneva udakapiṭṭhe sevālassa tesaṃ tesaṃ nīvaraṇādidhammānaṃ pahānaṃ, etaṃ vikkhambhanapahānaṃ nāma."
MAIN001-W2-0405,MAIN001,3927,3982,"Seyyathidaṃ, nāmarūpavavatthānena sakkāyadiṭṭhiyā, paccayapariggahena ahetuvisamahetudiṭṭhīnaṃ, tasseva aparabhāgena kaṅkhāvitaraṇena kathaṃkathībhāvassa, kalāpasammasanena ‘‘ahaṃ mamā’’ti gāhassa, maggāmaggavavatthānena amagge maggasaññāya, udayadassanena ucchedadiṭṭhiyā, vayadassanena sassatadiṭṭhiyā, bhayadassanena sabhaye abhayasaññāya, ādīnavadassanena assādasaññāya, nibbidānupassanāya abhiratisaññāya, muccitukamyatāñāṇena amuccitukamyatāya, upekkhāñāṇena anupekkhāya, anulomena dhammaṭṭhitiyaṃ nibbāne ca paṭilomabhāvassa, gotrabhunā saṅkhāranimittaggāhassa pahānaṃ, etaṃ tadaṅgapahānaṃnāma. Yaṃ pana upacārappanābhedena samādhinā pavattibhāvanivāraṇato ghaṭappahāreneva udakapiṭṭhe sevālassa tesaṃ tesaṃ nīvaraṇādidhammānaṃ pahānaṃ, etaṃ vikkhambhanapahānaṃ nāma."
MAIN001-W3-0405,MAIN001,3927,4005,"Seyyathidaṃ, nāmarūpavavatthānena sakkāyadiṭṭhiyā, paccayapariggahena ahetuvisamahetudiṭṭhīnaṃ, tasseva aparabhāgena kaṅkhāvitaraṇena kathaṃkathībhāvassa, kalāpasammasanena ‘‘ahaṃ mamā’’ti gāhassa, maggāmaggavavatthānena amagge maggasaññāya, udayadassanena ucchedadiṭṭhiyā, vayadassanena sassatadiṭṭhiyā, bhayadassanena sabhaye abhayasaññāya, ādīnavadassanena assādasaññāya, nibbidānupassanāya abhiratisaññāya, muccitukamyatāñāṇena amuccitukamyatāya, upekkhāñāṇena anupekkhāya, anulomena dhammaṭṭhitiyaṃ nibbāne ca paṭilomabhāvassa, gotrabhunā saṅkhāranimittaggāhassa pahānaṃ, etaṃ tadaṅgapahānaṃnāma. Yaṃ pana upacārappanābhedena samādhinā pavattibhāvanivāraṇato ghaṭappahāreneva udakapiṭṭhe sevālassa tesaṃ tesaṃ nīvaraṇādidhammānaṃ pahānaṃ, etaṃ vikkhambhanapahānaṃ nāma. Yaṃ catunnaṃ ariyamaggānaṃ bhāvitattā taṃtaṃmaggavato attano attano santāne ‘‘diṭṭhigatānaṃ pahānāyā’’tiādinā (dha. sa. 277) nayena vuttassa samudayapakkhikassa kilesagaṇassa accantaṃ appavattibhāvena pahānaṃ, idaṃ samucchedapahānaṃ nāma."
MAIN001-W2-0406,MAIN001,3968,4005,"Yaṃ pana upacārappanābhedena samādhinā pavattibhāvanivāraṇato ghaṭappahāreneva udakapiṭṭhe sevālassa tesaṃ tesaṃ nīvaraṇādidhammānaṃ pahānaṃ, etaṃ vikkhambhanapahānaṃ nāma. Yaṃ catunnaṃ ariyamaggānaṃ bhāvitattā taṃtaṃmaggavato attano attano santāne ‘‘diṭṭhigatānaṃ pahānāyā’’tiādinā (dha. sa. 277) nayena vuttassa samudayapakkhikassa kilesagaṇassa accantaṃ appavattibhāvena pahānaṃ, idaṃ samucchedapahānaṃ nāma."
MAIN001-W3-0406,MAIN001,3968,4013,"Yaṃ pana upacārappanābhedena samādhinā pavattibhāvanivāraṇato ghaṭappahāreneva udakapiṭṭhe sevālassa tesaṃ tesaṃ nīvaraṇādidhammānaṃ pahānaṃ, etaṃ vikkhambhanapahānaṃ nāma. Yaṃ catunnaṃ ariyamaggānaṃ bhāvitattā taṃtaṃmaggavato attano attano santāne ‘‘diṭṭhigatānaṃ pahānāyā’’tiādinā (dha. sa. 277) nayena vuttassa samudayapakkhikassa kilesagaṇassa accantaṃ appavattibhāvena pahānaṃ, idaṃ samucchedapahānaṃ nāma. Yaṃ pana phalakkhaṇe paṭippassaddhattaṃ kilesānaṃ, etaṃ paṭippassaddhipahānaṃ nāma."
MAIN001-W2-0407,MAIN001,3983,4013,"Yaṃ catunnaṃ ariyamaggānaṃ bhāvitattā taṃtaṃmaggavato attano attano santāne ‘‘diṭṭhigatānaṃ pahānāyā’’tiādinā (dha. sa. 277) nayena vuttassa samudayapakkhikassa kilesagaṇassa accantaṃ appavattibhāvena pahānaṃ, idaṃ samucchedapahānaṃ nāma. Yaṃ pana phalakkhaṇe paṭippassaddhattaṃ kilesānaṃ, etaṃ paṭippassaddhipahānaṃ nāma."
MAIN001-W3-0407,MAIN001,3983,4020,"Yaṃ catunnaṃ ariyamaggānaṃ bhāvitattā taṃtaṃmaggavato attano attano santāne ‘‘diṭṭhigatānaṃ pahānāyā’’tiādinā (dha. sa. 277) nayena vuttassa samudayapakkhikassa kilesagaṇassa accantaṃ appavattibhāvena pahānaṃ, idaṃ samucchedapahānaṃ nāma. Yaṃ pana phalakkhaṇe paṭippassaddhattaṃ kilesānaṃ, etaṃ paṭippassaddhipahānaṃ nāma. Yaṃ sabbasaṅkhatanissaṭattā pahīnasabbasaṅkhataṃ nibbānaṃ etaṃ nissaraṇapahānaṃ nāma."
MAIN001-W2-0408,MAIN001,4006,4020,"Yaṃ pana phalakkhaṇe paṭippassaddhattaṃ kilesānaṃ, etaṃ paṭippassaddhipahānaṃ nāma. Yaṃ sabbasaṅkhatanissaṭattā pahīnasabbasaṅkhataṃ nibbānaṃ etaṃ nissaraṇapahānaṃ nāma."
MAIN001-W3-0408,MAIN001,4006,4031,"Yaṃ pana phalakkhaṇe paṭippassaddhattaṃ kilesānaṃ, etaṃ paṭippassaddhipahānaṃ nāma. Yaṃ sabbasaṅkhatanissaṭattā pahīnasabbasaṅkhataṃ nibbānaṃ etaṃ nissaraṇapahānaṃ nāma. Sabbampi cetaṃ pahānaṃ yasmā cāgaṭṭhena pahānaṃ, vinayanaṭṭhena vinayo, tasmā ‘‘pahānavinayo’’ti vuccati."
MAIN001-W2-0409,MAIN001,4014,4031,"Yaṃ sabbasaṅkhatanissaṭattā pahīnasabbasaṅkhataṃ nibbānaṃ etaṃ nissaraṇapahānaṃ nāma. Sabbampi cetaṃ pahānaṃ yasmā cāgaṭṭhena pahānaṃ, vinayanaṭṭhena vinayo, tasmā ‘‘pahānavinayo’’ti vuccati."
MAIN001-W3-0409,MAIN001,4014,4039,"Yaṃ sabbasaṅkhatanissaṭattā pahīnasabbasaṅkhataṃ nibbānaṃ etaṃ nissaraṇapahānaṃ nāma. Sabbampi cetaṃ pahānaṃ yasmā cāgaṭṭhena pahānaṃ, vinayanaṭṭhena vinayo, tasmā ‘‘pahānavinayo’’ti vuccati. Taṃtaṃpahānavato vā tassa tassa vinayassa sambhavatopetaṃ ‘‘pahānavinayo’’ti vuccati."
MAIN001-W2-0410,MAIN001,4021,4039,"Sabbampi cetaṃ pahānaṃ yasmā cāgaṭṭhena pahānaṃ, vinayanaṭṭhena vinayo, tasmā ‘‘pahānavinayo’’ti vuccati. Taṃtaṃpahānavato vā tassa tassa vinayassa sambhavatopetaṃ ‘‘pahānavinayo’’ti vuccati."
MAIN001-W3-0410,MAIN001,4021,4044,"Sabbampi cetaṃ pahānaṃ yasmā cāgaṭṭhena pahānaṃ, vinayanaṭṭhena vinayo, tasmā ‘‘pahānavinayo’’ti vuccati. Taṃtaṃpahānavato vā tassa tassa vinayassa sambhavatopetaṃ ‘‘pahānavinayo’’ti vuccati. Evaṃ pahānavinayopi pañcadhā bhijjatīti veditabbo."
MAIN001-W2-0411,MAIN001,4032,4044,Taṃtaṃpahānavato vā tassa tassa vinayassa sambhavatopetaṃ ‘‘pahānavinayo’’ti vuccati. Evaṃ pahānavinayopi pañcadhā bhijjatīti veditabbo.
MAIN001-W3-0411,MAIN001,4032,4066,"Taṃtaṃpahānavato vā tassa tassa vinayassa sambhavatopetaṃ ‘‘pahānavinayo’’ti vuccati. Evaṃ pahānavinayopi pañcadhā bhijjatīti veditabbo. Evamayaṃ saṅkhepato duvidho, bhedato ca dasavidho vinayo bhinnasaṃvarattā pahātabbassa ca appahīnattā yasmā etassa assutavato puthujjanassa natthi, tasmā abhāvato tassa ayaṃ avinītoti vuccatīti."
MAIN001-W2-0412,MAIN001,4040,4066,"Evaṃ pahānavinayopi pañcadhā bhijjatīti veditabbo. Evamayaṃ saṅkhepato duvidho, bhedato ca dasavidho vinayo bhinnasaṃvarattā pahātabbassa ca appahīnattā yasmā etassa assutavato puthujjanassa natthi, tasmā abhāvato tassa ayaṃ avinītoti vuccatīti."
MAIN001-W3-0412,MAIN001,4040,4075,"Evaṃ pahānavinayopi pañcadhā bhijjatīti veditabbo. Evamayaṃ saṅkhepato duvidho, bhedato ca dasavidho vinayo bhinnasaṃvarattā pahātabbassa ca appahīnattā yasmā etassa assutavato puthujjanassa natthi, tasmā abhāvato tassa ayaṃ avinītoti vuccatīti. Esa nayo sappurisānaṃ adassāvī sappurisadhammassa akovido sappurisadhamme avinītoti etthapi."
MAIN001-W2-0413,MAIN001,4045,4075,"Evamayaṃ saṅkhepato duvidho, bhedato ca dasavidho vinayo bhinnasaṃvarattā pahātabbassa ca appahīnattā yasmā etassa assutavato puthujjanassa natthi, tasmā abhāvato tassa ayaṃ avinītoti vuccatīti. Esa nayo sappurisānaṃ adassāvī sappurisadhammassa akovido sappurisadhamme avinītoti etthapi."
MAIN001-W3-0413,MAIN001,4045,4078,"Evamayaṃ saṅkhepato duvidho, bhedato ca dasavidho vinayo bhinnasaṃvarattā pahātabbassa ca appahīnattā yasmā etassa assutavato puthujjanassa natthi, tasmā abhāvato tassa ayaṃ avinītoti vuccatīti. Esa nayo sappurisānaṃ adassāvī sappurisadhammassa akovido sappurisadhamme avinītoti etthapi. Ninnānākaraṇañhi etaṃ atthato."
MAIN001-W2-0414,MAIN001,4067,4078,Esa nayo sappurisānaṃ adassāvī sappurisadhammassa akovido sappurisadhamme avinītoti etthapi. Ninnānākaraṇañhi etaṃ atthato.
MAIN001-W3-0414,MAIN001,4067,4085,"Esa nayo sappurisānaṃ adassāvī sappurisadhammassa akovido sappurisadhamme avinītoti etthapi. Ninnānākaraṇañhi etaṃ atthato. Yathāha ‘‘yeva te ariyā, teva te sappurisā."
MAIN001-W2-0415,MAIN001,4076,4085,"Ninnānākaraṇañhi etaṃ atthato. Yathāha ‘‘yeva te ariyā, teva te sappurisā."
MAIN001-W3-0415,MAIN001,4076,4091,"Ninnānākaraṇañhi etaṃ atthato. Yathāha ‘‘yeva te ariyā, teva te sappurisā. Yeva te sappurisā, teva te ariyā."
MAIN001-W2-0416,MAIN001,4079,4091,"Yathāha ‘‘yeva te ariyā, teva te sappurisā. Yeva te sappurisā, teva te ariyā."
MAIN001-W3-0416,MAIN001,4079,4101,"Yathāha ‘‘yeva te ariyā, teva te sappurisā. Yeva te sappurisā, teva te ariyā. Yo eva so ariyānaṃ dhammo, so eva so sappurisānaṃ dhammo."
MAIN001-W2-0417,MAIN001,4086,4101,"Yeva te sappurisā, teva te ariyā. Yo eva so ariyānaṃ dhammo, so eva so sappurisānaṃ dhammo."
MAIN001-W3-0417,MAIN001,4086,4111,"Yeva te sappurisā, teva te ariyā. Yo eva so ariyānaṃ dhammo, so eva so sappurisānaṃ dhammo. Yo eva so sappurisānaṃ dhammo, so eva so ariyānaṃ dhammo."
MAIN001-W2-0418,MAIN001,4092,4111,"Yo eva so ariyānaṃ dhammo, so eva so sappurisānaṃ dhammo. Yo eva so sappurisānaṃ dhammo, so eva so ariyānaṃ dhammo."
MAIN001-W3-0418,MAIN001,4092,4117,"Yo eva so ariyānaṃ dhammo, so eva so sappurisānaṃ dhammo. Yo eva so sappurisānaṃ dhammo, so eva so ariyānaṃ dhammo. Yeva te ariyavinayā, teva te sappurisavinayā."
MAIN001-W2-0419,MAIN001,4102,4117,"Yo eva so sappurisānaṃ dhammo, so eva so ariyānaṃ dhammo. Yeva te ariyavinayā, teva te sappurisavinayā."
MAIN001-W3-0419,MAIN001,4102,4123,"Yo eva so sappurisānaṃ dhammo, so eva so ariyānaṃ dhammo. Yeva te ariyavinayā, teva te sappurisavinayā. Yeva te sappurisavinayā, teva te ariyavinayā."
MAIN001-W2-0420,MAIN001,4112,4123,"Yeva te ariyavinayā, teva te sappurisavinayā. Yeva te sappurisavinayā, teva te ariyavinayā."
MAIN001-W3-0420,MAIN001,4112,4142,"Yeva te ariyavinayā, teva te sappurisavinayā. Yeva te sappurisavinayā, teva te ariyavinayā. Ariyeti vā sappuriseti vā, ariyadhammeti vā sappurisadhammeti vā, ariyavinayeti vā sappurisavinayeti vā esese eke ekatthe same samabhāge tajjāte taññevā’’ti."
MAIN001-W2-0421,MAIN001,4118,4142,"Yeva te sappurisavinayā, teva te ariyavinayā. Ariyeti vā sappuriseti vā, ariyadhammeti vā sappurisadhammeti vā, ariyavinayeti vā sappurisavinayeti vā esese eke ekatthe same samabhāge tajjāte taññevā’’ti."
MAIN001-W3-0421,MAIN001,4118,4165,"Yeva te sappurisavinayā, teva te ariyavinayā. Ariyeti vā sappuriseti vā, ariyadhammeti vā sappurisadhammeti vā, ariyavinayeti vā sappurisavinayeti vā esese eke ekatthe same samabhāge tajjāte taññevā’’ti. ‘‘Kasmā pana bhagavā sabbadhammamūlapariyāyaṃ vo, bhikkhave, desessāmī’’ti vatvā taṃ adesetvāva ‘‘idha, bhikkhave, assutavā puthujjano ariyānaṃ adassāvī’’ti evaṃ puthujjanaṃ niddisīti? Puggalādhiṭṭhānāya dhammadesanāya tamatthaṃ āvikātuṃ."
MAIN001-W2-0422,MAIN001,4124,4165,"Ariyeti vā sappuriseti vā, ariyadhammeti vā sappurisadhammeti vā, ariyavinayeti vā sappurisavinayeti vā esese eke ekatthe same samabhāge tajjāte taññevā’’ti. ‘‘Kasmā pana bhagavā sabbadhammamūlapariyāyaṃ vo, bhikkhave, desessāmī’’ti vatvā taṃ adesetvāva ‘‘idha, bhikkhave, assutavā puthujjano ariyānaṃ adassāvī’’ti evaṃ puthujjanaṃ niddisīti? Puggalādhiṭṭhānāya dhammadesanāya tamatthaṃ āvikātuṃ."
MAIN001-W3-0422,MAIN001,4124,4179,"Ariyeti vā sappuriseti vā, ariyadhammeti vā sappurisadhammeti vā, ariyavinayeti vā sappurisavinayeti vā esese eke ekatthe same samabhāge tajjāte taññevā’’ti. ‘‘Kasmā pana bhagavā sabbadhammamūlapariyāyaṃ vo, bhikkhave, desessāmī’’ti vatvā taṃ adesetvāva ‘‘idha, bhikkhave, assutavā puthujjano ariyānaṃ adassāvī’’ti evaṃ puthujjanaṃ niddisīti? Puggalādhiṭṭhānāya dhammadesanāya tamatthaṃ āvikātuṃ. Bhagavato hi dhammādhiṭṭhānā dhammadesanā, dhammādhiṭṭhānā puggaladesanā, puggalādhiṭṭhānā puggaladesanā, puggalādhiṭṭhānā dhammadesanāti dhammapuggalavaseneva tāva catubbidhā desanā."
MAIN001-W2-0423,MAIN001,4143,4179,"‘‘Kasmā pana bhagavā sabbadhammamūlapariyāyaṃ vo, bhikkhave, desessāmī’’ti vatvā taṃ adesetvāva ‘‘idha, bhikkhave, assutavā puthujjano ariyānaṃ adassāvī’’ti evaṃ puthujjanaṃ niddisīti? Puggalādhiṭṭhānāya dhammadesanāya tamatthaṃ āvikātuṃ. Bhagavato hi dhammādhiṭṭhānā dhammadesanā, dhammādhiṭṭhānā puggaladesanā, puggalādhiṭṭhānā puggaladesanā, puggalādhiṭṭhānā dhammadesanāti dhammapuggalavaseneva tāva catubbidhā desanā."
MAIN001-W3-0423,MAIN001,4143,4184,"‘‘Kasmā pana bhagavā sabbadhammamūlapariyāyaṃ vo, bhikkhave, desessāmī’’ti vatvā taṃ adesetvāva ‘‘idha, bhikkhave, assutavā puthujjano ariyānaṃ adassāvī’’ti evaṃ puthujjanaṃ niddisīti? Puggalādhiṭṭhānāya dhammadesanāya tamatthaṃ āvikātuṃ. Bhagavato hi dhammādhiṭṭhānā dhammadesanā, dhammādhiṭṭhānā puggaladesanā, puggalādhiṭṭhānā puggaladesanā, puggalādhiṭṭhānā dhammadesanāti dhammapuggalavaseneva tāva catubbidhā desanā. Tattha, ‘‘tisso imā, bhikkhave, vedanā."
MAIN001-W2-0424,MAIN001,4166,4184,"Bhagavato hi dhammādhiṭṭhānā dhammadesanā, dhammādhiṭṭhānā puggaladesanā, puggalādhiṭṭhānā puggaladesanā, puggalādhiṭṭhānā dhammadesanāti dhammapuggalavaseneva tāva catubbidhā desanā. Tattha, ‘‘tisso imā, bhikkhave, vedanā."
MAIN001-W3-0424,MAIN001,4166,4192,"Bhagavato hi dhammādhiṭṭhānā dhammadesanā, dhammādhiṭṭhānā puggaladesanā, puggalādhiṭṭhānā puggaladesanā, puggalādhiṭṭhānā dhammadesanāti dhammapuggalavaseneva tāva catubbidhā desanā. Tattha, ‘‘tisso imā, bhikkhave, vedanā. Katamā tisso? Sukhā vedanā dukkhā vedanā adukkhamasukhā vedanā."
MAIN001-W2-0425,MAIN001,4180,4192,"Tattha, ‘‘tisso imā, bhikkhave, vedanā. Katamā tisso? Sukhā vedanā dukkhā vedanā adukkhamasukhā vedanā."
MAIN001-W3-0425,MAIN001,4180,4204,"Tattha, ‘‘tisso imā, bhikkhave, vedanā. Katamā tisso? Sukhā vedanā dukkhā vedanā adukkhamasukhā vedanā. Imā kho, bhikkhave, tisso vedanā’’ti (saṃ. ni. 4.250) evarūpī dhammādhiṭṭhānā dhammadesanā veditabbā."
MAIN001-W2-0426,MAIN001,4185,4204,"Katamā tisso? Sukhā vedanā dukkhā vedanā adukkhamasukhā vedanā. Imā kho, bhikkhave, tisso vedanā’’ti (saṃ. ni. 4.250) evarūpī dhammādhiṭṭhānā dhammadesanā veditabbā."
MAIN001-W3-0426,MAIN001,4185,4219,"Katamā tisso? Sukhā vedanā dukkhā vedanā adukkhamasukhā vedanā. Imā kho, bhikkhave, tisso vedanā’’ti (saṃ. ni. 4.250) evarūpī dhammādhiṭṭhānā dhammadesanā veditabbā. ‘‘Cha dhātuyo ayaṃ putiso cha phassāyatano aṭṭhārasa manopavicāro caturādhiṭṭhāno’’ti (ma. ni. 3.343) evarūpī dhammādhiṭṭhānā puggaladesanā."
MAIN001-W2-0427,MAIN001,4193,4219,"Imā kho, bhikkhave, tisso vedanā’’ti (saṃ. ni. 4.250) evarūpī dhammādhiṭṭhānā dhammadesanā veditabbā. ‘‘Cha dhātuyo ayaṃ putiso cha phassāyatano aṭṭhārasa manopavicāro caturādhiṭṭhāno’’ti (ma. ni. 3.343) evarūpī dhammādhiṭṭhānā puggaladesanā."
MAIN001-W3-0427,MAIN001,4193,4225,"Imā kho, bhikkhave, tisso vedanā’’ti (saṃ. ni. 4.250) evarūpī dhammādhiṭṭhānā dhammadesanā veditabbā. ‘‘Cha dhātuyo ayaṃ putiso cha phassāyatano aṭṭhārasa manopavicāro caturādhiṭṭhāno’’ti (ma. ni. 3.343) evarūpī dhammādhiṭṭhānā puggaladesanā. ‘‘Tayome, bhikkhave, puggalā santo saṃvijjamānā lokasmiṃ."
MAIN001-W2-0428,MAIN001,4205,4225,"‘‘Cha dhātuyo ayaṃ putiso cha phassāyatano aṭṭhārasa manopavicāro caturādhiṭṭhāno’’ti (ma. ni. 3.343) evarūpī dhammādhiṭṭhānā puggaladesanā. ‘‘Tayome, bhikkhave, puggalā santo saṃvijjamānā lokasmiṃ."
MAIN001-W3-0428,MAIN001,4205,4230,"‘‘Cha dhātuyo ayaṃ putiso cha phassāyatano aṭṭhārasa manopavicāro caturādhiṭṭhāno’’ti (ma. ni. 3.343) evarūpī dhammādhiṭṭhānā puggaladesanā. ‘‘Tayome, bhikkhave, puggalā santo saṃvijjamānā lokasmiṃ. Katame tayo? Andho ekacakkhu dvicakkhu."
MAIN001-W2-0429,MAIN001,4220,4230,"‘‘Tayome, bhikkhave, puggalā santo saṃvijjamānā lokasmiṃ. Katame tayo? Andho ekacakkhu dvicakkhu."
MAIN001-W3-0429,MAIN001,4220,4241,"‘‘Tayome, bhikkhave, puggalā santo saṃvijjamānā lokasmiṃ. Katame tayo? Andho ekacakkhu dvicakkhu. Katamo ca, bhikkhave, puggalo andho’’ti? (A. ni. 3.29) evarūpī puggalādhiṭṭhānā puggaladesanā."
MAIN001-W2-0430,MAIN001,4226,4241,"Katame tayo? Andho ekacakkhu dvicakkhu. Katamo ca, bhikkhave, puggalo andho’’ti? (A. ni. 3.29) evarūpī puggalādhiṭṭhānā puggaladesanā."
MAIN001-W3-0430,MAIN001,4226,4256,"Katame tayo? Andho ekacakkhu dvicakkhu. Katamo ca, bhikkhave, puggalo andho’’ti? (A. ni. 3.29) evarūpī puggalādhiṭṭhānā puggaladesanā. ‘‘Katamañca, bhikkhave, duggatibhayaṃ? Idha, bhikkhave, ekacco iti paṭisañcikkhati, kāyaduccaritassa kho pāpako vipāko abhisamparāyaṃ…pe… suddhamattānaṃ pariharati."
MAIN001-W2-0431,MAIN001,4231,4256,"Katamo ca, bhikkhave, puggalo andho’’ti? (A. ni. 3.29) evarūpī puggalādhiṭṭhānā puggaladesanā. ‘‘Katamañca, bhikkhave, duggatibhayaṃ? Idha, bhikkhave, ekacco iti paṭisañcikkhati, kāyaduccaritassa kho pāpako vipāko abhisamparāyaṃ…pe… suddhamattānaṃ pariharati."
MAIN001-W3-0431,MAIN001,4231,4266,"Katamo ca, bhikkhave, puggalo andho’’ti? (A. ni. 3.29) evarūpī puggalādhiṭṭhānā puggaladesanā. ‘‘Katamañca, bhikkhave, duggatibhayaṃ? Idha, bhikkhave, ekacco iti paṭisañcikkhati, kāyaduccaritassa kho pāpako vipāko abhisamparāyaṃ…pe… suddhamattānaṃ pariharati. Idaṃ vuccati, bhikkhave, duggatibhaya’’nti (a. ni. 4.121) evarūpī puggalādhiṭṭhānā dhammadesanā."
MAIN001-W2-0432,MAIN001,4242,4266,"‘‘Katamañca, bhikkhave, duggatibhayaṃ? Idha, bhikkhave, ekacco iti paṭisañcikkhati, kāyaduccaritassa kho pāpako vipāko abhisamparāyaṃ…pe… suddhamattānaṃ pariharati. Idaṃ vuccati, bhikkhave, duggatibhaya’’nti (a. ni. 4.121) evarūpī puggalādhiṭṭhānā dhammadesanā."
MAIN001-W3-0432,MAIN001,4242,4295,"‘‘Katamañca, bhikkhave, duggatibhayaṃ? Idha, bhikkhave, ekacco iti paṭisañcikkhati, kāyaduccaritassa kho pāpako vipāko abhisamparāyaṃ…pe… suddhamattānaṃ pariharati. Idaṃ vuccati, bhikkhave, duggatibhaya’’nti (a. ni. 4.121) evarūpī puggalādhiṭṭhānā dhammadesanā. Svāyaṃ idha yasmā puthujjano apariññātavatthuko, apariññāmūlikā ca idhādhippetānaṃ sabbadhammānaṃ mūlabhūtā maññanā hoti, tasmā puthujjanaṃ dassetvā puggalādhiṭṭhānāya desanāya tamatthaṃ āvikātuṃ, ‘‘idha, bhikkhave, assutavā puthujjano ariyānaṃ adassāvī’’ti evaṃ puthujjanaṃ niddisīti veditabbo."
MAIN001-W2-0433,MAIN001,4257,4295,"Idaṃ vuccati, bhikkhave, duggatibhaya’’nti (a. ni. 4.121) evarūpī puggalādhiṭṭhānā dhammadesanā. Svāyaṃ idha yasmā puthujjano apariññātavatthuko, apariññāmūlikā ca idhādhippetānaṃ sabbadhammānaṃ mūlabhūtā maññanā hoti, tasmā puthujjanaṃ dassetvā puggalādhiṭṭhānāya desanāya tamatthaṃ āvikātuṃ, ‘‘idha, bhikkhave, assutavā puthujjano ariyānaṃ adassāvī’’ti evaṃ puthujjanaṃ niddisīti veditabbo."
MAIN001-W3-0433,MAIN001,4257,4297,"Idaṃ vuccati, bhikkhave, duggatibhaya’’nti (a. ni. 4.121) evarūpī puggalādhiṭṭhānā dhammadesanā. Svāyaṃ idha yasmā puthujjano apariññātavatthuko, apariññāmūlikā ca idhādhippetānaṃ sabbadhammānaṃ mūlabhūtā maññanā hoti, tasmā puthujjanaṃ dassetvā puggalādhiṭṭhānāya desanāya tamatthaṃ āvikātuṃ, ‘‘idha, bhikkhave, assutavā puthujjano ariyānaṃ adassāvī’’ti evaṃ puthujjanaṃ niddisīti veditabbo. Suttanikkhepavaṇṇanā niṭṭhitā."
MAIN001-W2-0434,MAIN001,4267,4297,"Svāyaṃ idha yasmā puthujjano apariññātavatthuko, apariññāmūlikā ca idhādhippetānaṃ sabbadhammānaṃ mūlabhūtā maññanā hoti, tasmā puthujjanaṃ dassetvā puggalādhiṭṭhānāya desanāya tamatthaṃ āvikātuṃ, ‘‘idha, bhikkhave, assutavā puthujjano ariyānaṃ adassāvī’’ti evaṃ puthujjanaṃ niddisīti veditabbo. Suttanikkhepavaṇṇanā niṭṭhitā."
MAIN001-W3-0434,MAIN001,4267,4310,"Svāyaṃ idha yasmā puthujjano apariññātavatthuko, apariññāmūlikā ca idhādhippetānaṃ sabbadhammānaṃ mūlabhūtā maññanā hoti, tasmā puthujjanaṃ dassetvā puggalādhiṭṭhānāya desanāya tamatthaṃ āvikātuṃ, ‘‘idha, bhikkhave, assutavā puthujjano ariyānaṃ adassāvī’’ti evaṃ puthujjanaṃ niddisīti veditabbo. Suttanikkhepavaṇṇanā niṭṭhitā. Pathavīvāravaṇṇanā Evaṃ puthujjanaṃ niddisitvā idāni tassa pathavīādīsu vatthūsu sabbasakkāyadhammajanitaṃ maññanaṃ dassento, pathaviṃ pathavitotiādimāha."
MAIN001-W2-0435,MAIN001,4296,4310,"Suttanikkhepavaṇṇanā niṭṭhitā. Pathavīvāravaṇṇanā Evaṃ puthujjanaṃ niddisitvā idāni tassa pathavīādīsu vatthūsu sabbasakkāyadhammajanitaṃ maññanaṃ dassento, pathaviṃ pathavitotiādimāha."
